accession,bits_score,start,end,description,species,tax_id
KB321018.1,131.1,521264,520994,"KB321018.1 Tupaia chinensis unplaced genomic scaffold Scaffold000559_1, whole genome shotgun sequence",Tupaia chinensis (Chinese tree shrew),246437
NC_045785.1,130.7,141035945,141036288,"NC_045785.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 1, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
KE161378.1,125.2,891853,892036,"KE161378.1 Myotis brandtii unplaced genomic scaffold scaffold1270, whole genome shotgun sequence",Myotis brandtii,109478
NC_032669.1,124.3,18943197,18943352,"NC_032669.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 20, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
NW_020173731.1,122.9,1306275,1306657,"NW_020173731.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold67, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
NTJE010341170.1,122.6,415,1,"NTJE010341170.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_384368, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
NC_045805.1,118.5,30802128,30802474,"NC_045805.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 21, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
JAATJV010164900.1,116.9,141133,141475,"JAATJV010164900.1 Sciurus carolinensis isolate SUZIE scaffold1276, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
JAATJV010207299.1,114.9,324067,324408,"JAATJV010207299.1 Sciurus carolinensis isolate SUZIE scaffold1620, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
NTJE010368983.1,109.2,1,206,"NTJE010368983.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_417428, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
JH725515.1,108.6,5176569,5176885,"JH725515.1 Jaculus jaculus unplaced genomic scaffold scaffold00079, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
CZRN02000260.1,100.8,18870011,18870331,"CZRN02000260.1 Marmota marmota marmota genome assembly, contig: chr4_part3, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
DS562880.1,99.1,1459986,1459799,"Cavia porcellus supercont2_25 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
KB320502.1,97.5,10063264,10062973,"KB320502.1 Tupaia chinensis unplaced genomic scaffold Scaffold000093_1, whole genome shotgun sequence",Tupaia chinensis (Chinese tree shrew),246437
NW_011516693.1,92.1,609551,609389,"NW_011516693.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold185, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
CZRN02000381.1,88.8,4512557,4512904,"CZRN02000381.1 Marmota marmota marmota genome assembly, contig: chr8_part3, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
MCGX01008296.1,84.1,1108,1199,"MCGX01008296.1 Rhinopithecus bieti isolate Rb0 scaffold_24623, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
JH393334.1,80.1,1804183,1804005,"JH393334.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00056, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
JH173559.1,79.6,1103533,1103714,"JH173559.1 Heterocephalus glaber unplaced genomic scaffold scaffold1619, whole genome shotgun sequence",Heterocephalus glaber (naked mole-rat),10181
JH721912.1,78.5,14058544,14058792,"JH721912.1 Chinchilla lanigera unplaced genomic scaffold scaffold00051, whole genome shotgun sequence",Chinchilla lanigera,34839
KN123614.1,77.3,2624933,2625173,"KN123614.1 Fukomys damarensis unplaced genomic scaffold scaffold497, whole genome shotgun sequence",Fukomys damarensis (Damara mole-rat),885580
NW_004524706.1,71.4,3934008,3934256,"NW_004524706.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00130, whole genome shotgun sequence",Octodon degus (degu),10160
NW_004443976.1,64.9,18717565,18717914,"NW_004443976.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00040, whole genome shotgun sequence",Trichechus manatus latirostris,127582
LR633944.1,64.9,244602,244823,"LR633944.1 Gadus morhua genome assembly, chromosome: 2",Gadus morhua (Atlantic cod),8049
KK811881.1,62.1,8042,7841,"KK811881.1 Mesitornis unicolor isolate BGI_N332 unplaced genomic scaffold scaffold53095, whole genome shotgun sequence",Mesitornis unicolor (brown roatelo),54374
LR633944.1,57.1,245180,245293,"LR633944.1 Gadus morhua genome assembly, chromosome: 2",Gadus morhua (Atlantic cod),8049
CM009158.1,55.3,45022499,45022256,"CM009158.1 Equus caballus isolate Twilight breed thoroughbred chromosome 11, whole genome shotgun sequence",Equus caballus (horse),9796
CM027702.2,55.3,20137550,20137793,"CM027702.2 Equus asinus breed Dezhou chromosome 13, whole genome shotgun sequence",Equus asinus (ass),9793
NW_004524619.1,54.4,11310256,11310432,"NW_004524619.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00043, whole genome shotgun sequence",Octodon degus (degu),10160
NC_040903.2,51.8,73366301,73366561,"NC_040903.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 1, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
CM012440.1,51.7,920622,920992,"CM012440.1 Oryzias javanicus isolate RS831 chromosome 4, whole genome shotgun sequence",Oryzias javanicus,123683
JACDTQ010003894.1,51.5,1764389,1764098,"JACDTQ010003894.1 Diceros bicornis minor isolate SBR-YM ScS9zPn_3896, whole genome shotgun sequence",Diceros bicornis minor,77932
VWZI01022306.1,51.2,13832,13729,"VWZI01022306.1 Psilopogon haemacephalus voucher USNM:607367 isolate B10K-DU-001-24 scaffold11069, whole genome shotgun sequence",Psilopogon haemacephalus,2585815
VYZR01119311.1,51.1,1,100,"VYZR01119311.1 Oxylabes madagascariensis voucher FMNH:AVES:352915 isolate B10K-DU-002-81 scaffold38356, whole genome shotgun sequence",Oxylabes madagascariensis,98144
JABWUV010000001.1,50.3,3345290,3345023,"JABWUV010000001.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_1, whole genome shotgun sequence",Myotis myotis,51298
KZ008712.1,49.7,1,106,"KZ008712.1 Rana catesbeiana isolate Bruno unplaced genomic scaffold Rc-01r160223s0104589, whole genome shotgun sequence",Rana catesbeiana (bullfrog),8400
NW_007258171.1,49.5,67961,67863,"NW_007258171.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold314075, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
CM012448.1,49.2,29892298,29892518,"CM012448.1 Oryzias javanicus isolate RS831 chromosome 12, whole genome shotgun sequence",Oryzias javanicus,123683
WBNE01000632.1,49.1,27904,27643,"WBNE01000632.1 Copsychus sechellarum isolate OUT-0061 scaffold_303_1, whole genome shotgun sequence",Copsychus sechellarum,797021
LIAG020754843.1,47.4,3195,3109,"LIAG020754843.1 Aquarana catesbeiana isolate Bruno Rc-01r160223s0192381_0, whole genome shotgun sequence",Rana catesbeiana (bullfrog),8400
CM051004.1,47.3,216523,216243,"CM051004.1 Muraenolepis orangiensis isolate KU_S4_2022 chromosome 6, whole genome shotgun sequence",Muraenolepis orangiensis (Patagonian moray cod),630683
VYXH01003380.1,46.8,513,389,"VYXH01003380.1 Burhinus bistriatus voucher USNM:626233 isolate B10K-DU-001-64 scaffold9774, whole genome shotgun sequence",Burhinus bistriatus,240201
JAAKFY010000174.1,44.9,93368,93574,"JAAKFY010000174.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_193, whole genome shotgun sequence",Dissostichus mawsoni,36200
JAOPHQ010002314.1,44.5,18003,18293,"JAOPHQ010002314.1 Merluccius polli isolate C29 contig2314, whole genome shotgun sequence",Merluccius polli (Benguela hake),89951
JAAKFY010000174.1,44.3,92902,93091,"JAAKFY010000174.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_193, whole genome shotgun sequence",Dissostichus mawsoni,36200
VWYI01011143.1,43.8,11031,11228,"VWYI01011143.1 Anthoscopus minutus voucher USNM:642205 isolate B10K-DU-011-42 scaffold1636, whole genome shotgun sequence",Anthoscopus minutus,156561
JAAKFY010000173.1,43.4,237980,238233,"JAAKFY010000173.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_192, whole genome shotgun sequence",Dissostichus mawsoni,36200
JAAKFY010000174.1,43.3,94093,94292,"JAAKFY010000174.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_193, whole genome shotgun sequence",Dissostichus mawsoni,36200
KL217920.1,43.2,67166,67383,"KL217920.1 Calypte anna isolate BGI_N300 unplaced genomic scaffold scaffold813, whole genome shotgun sequence",Calypte anna (Anna's hummingbird),9244
MCFN01011378.1,43.2,2479,2380,"Callipepla squamata strain Texas jcf7180005140941, whole genome shotgun sequence.",Callipepla squamata (scaled quail),9009
GL010074.1,43.1,4130773,4130478,"Loxodonta africana unplaced genomic scaffold scaffold_47, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
JAAKFY010000173.1,43,237641,237838,"JAAKFY010000173.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_192, whole genome shotgun sequence",Dissostichus mawsoni,36200
NW_006921629.1,42.8,9581597,9581329,"NW_006921629.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00042, whole genome shotgun sequence",Orycteropus afer afer,1230840
VZTZ01049684.1,42.7,16405,16163,"VZTZ01049684.1 Drymodes brunneopygia voucher MVMA:2664_1 isolate B10K-DU-030-03 scaffold6321, whole genome shotgun sequence",Drymodes brunneopygia,626378
MCGX01006105.1,42.6,2227956,2227752,"MCGX01006105.1 Rhinopithecus bieti isolate Rb0 scaffold_15838, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
KQ009613.1,42.4,15368876,15368555,"KQ009613.1 Cercocebus atys isolate FAK unplaced genomic scaffold Scaffold11, whole genome shotgun sequence",Cercocebus atys (sooty mangabey),9531
JH721864.1,42.1,14419202,14419377,"JH721864.1 Chinchilla lanigera unplaced genomic scaffold scaffold00003, whole genome shotgun sequence",Chinchilla lanigera,34839
CM000685.2,42.1,38479154,38479285,"Homo sapiens chromosome X, GRCh38 reference primary assembly.",Homo sapiens (human),9606
CABFVL010000027.1,41.9,103037,103243,"CABFVL010000027.1 Salarias fasciatus genome assembly, contig: scaffold_128_arrow_ctg1, whole genome shotgun sequence",Salarias fasciatus (jewelled blenny),181472
CM018196.1,41.6,388733,389054,"CM018196.1 Papio anubis isolate 15944 chromosome 17, whole genome shotgun sequence",Papio anubis (Olive baboon),9555
CM009966.1,41.5,57041732,57042053,"CM009966.1 Theropithecus gelada isolate Dixy chromosome 16, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
CP020683.1,41.4,146157,145852,CP020683.1 Oryzias latipes strain Hd-rR chromosome 19 sequence,Oryzias latipes (Japanese medaka),8090
KN294234.1,41.2,897734,897512,"KN294234.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG001229, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
LR597443.1,41.2,20729861,20729617,"LR597443.1 Salarias fasciatus genome assembly, chromosome: 8",Salarias fasciatus (jewelled blenny),181472
VXBF01011238.1,41,6451,6673,"VXBF01011238.1 Oenanthe oenanthe voucher USNM:627655 isolate B10K-DU-001-74 scaffold2479, whole genome shotgun sequence",Oenanthe oenanthe (Northern wheatear),279966
WEKW01013615.1,40.9,15591,15496,"WEKW01013615.1 Sula dactylatra voucher LSUMZ:Ornithology:B38745 isolate B10K-DU-002-49 scaffold14279, whole genome shotgun sequence",Sula dactylatra,56068
JAAKFY010000173.1,40.8,238322,238521,"JAAKFY010000173.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_192, whole genome shotgun sequence",Dissostichus mawsoni,36200
DF157096.1,40.4,274607,274906,"Plasmodium cynomolgi strain B DNA, chromosome 4.",Plasmodium cynomolgi strain B,1120755
VXBV01003309.1,40.4,900537,900273,"VXBV01003309.1 Certhia brachydactyla voucher USNM:637436 isolate B10K-DU-002-20 scaffold800, whole genome shotgun sequence",Certhia brachydactyla,73330
WBNQ01049052.1,40.4,1,122,"WBNQ01049052.1 Spizella passerina voucher USNM:633838 isolate B10K-DU-023-52 scaffold93095, whole genome shotgun sequence",Spizella passerina (chipping sparrow),40210
VYZR01295817.1,40.3,1,109,"VYZR01295817.1 Oxylabes madagascariensis voucher FMNH:AVES:352915 isolate B10K-DU-002-81 C16586782, whole genome shotgun sequence",Oxylabes madagascariensis,98144
CAJPEV010061305.1,40.1,145,36,"CAJPEV010061305.1 Darwinula stevensoni genome assembly, contig: Dst_b1v02_scaf61306, whole genome shotgun sequence",Darwinula stevensoni,69355
VOAJ01002702.1,40.1,909536,909461,"VOAJ01002702.1 Crocuta crocuta isolate KB4526 scaffold204, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
WBNQ01078183.1,39.5,1,122,"WBNQ01078183.1 Spizella passerina voucher USNM:633838 isolate B10K-DU-023-52 scaffold118703, whole genome shotgun sequence",Spizella passerina (chipping sparrow),40210
BFAA01108442.1,39.4,1,99,"BFAA01108442.1 Scyliorhinus torazame DNA, scf_scyto00108443, whole genome shotgun sequence",Scyliorhinus torazame (cloudy catshark),75743
CAMGZC010001103.1,39.3,14405,14191,"CAMGZC010001103.1 Colletotrichum noveboracense isolate H1091258 genome assembly, contig: contig01103, whole genome shotgun sequence",Colletotrichum noveboracense,2664923
KL447833.1,39.2,35685,35853,"KL447833.1 Cuculus canorus isolate BGI_N303 unplaced genomic scaffold scaffold556, whole genome shotgun sequence",Cuculus canorus (common cuckoo),55661
HG111804.1,39,1,106,"HG111804.1 Serinus canaria genomic scaffold, SCA1_d102922, whole genome shotgun sequence",Serinus canaria (common canary),9135
QUSF01000201.1,38.8,206556,206302,"QUSF01000201.1 Chloebia gouldiae isolate Red01 scaffold_201, whole genome shotgun sequence",Erythrura gouldiae (Gouldian finch),44316
SRLO01007731.1,38.6,1,351,"SRLO01007731.1 Liparis tanakae scaffold7732, whole genome shotgun sequence",Liparis tanakae,230148
JAAKFY010000173.1,38.6,237157,237398,"JAAKFY010000173.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_192, whole genome shotgun sequence",Dissostichus mawsoni,36200
JACAGB010000001.1,38.6,51656148,51656444,"JACAGB010000001.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_1, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
AUYB01000103.1,38.4,1,106,"AUYB01000103.1 Pseudoalteromonas luteoviolacea DSM 6061 contig_4, whole genome shotgun sequence",Pseudoalteromonas luteoviolacea DSM 6061,1365250
JAAKFY010000025.1,38.4,1172195,1171839,"JAAKFY010000025.1 Dissostichus mawsoni isolate DM0001 HiC_scaffold_38, whole genome shotgun sequence",Dissostichus mawsoni,36200
NC_027308.1,38.2,91236696,91236826,"NC_027308.1 Salmo salar isolate Sally breed double haploid chromosome ssa09, ICSASG_v2, whole genome shotgun sequence",Salmo salar (Atlantic salmon),8030
KN980107.1,38.1,2018832,2019036,"KN980107.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold165, whole genome shotgun sequence",Colobus angolensis palliatus,336983
MBAC02008289.1,38.1,7079,6819,"MBAC02008289.1 Nothophytophthora sp. Chile5 scaffold_8289, whole genome shotgun sequence",Nothophytophthora sp. (strain Chile5),2483409
VXBP01006922.1,37.9,43433,43665,"VXBP01006922.1 Rhinopomastus cyanomelas voucher USNM:642342 isolate B10K-DU-002-35 scaffold4085, whole genome shotgun sequence",Rhinopomastus cyanomelas (common scimitar-bill),113115
CM016704.1,37.8,62821030,62820939,"CM016704.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 15, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH882367.1,37.8,165490,165399,"JH882367.1 Bos grunniens mutus unplaced genomic scaffold scaffold1961_1, whole genome shotgun sequence",Bos grunniens mutus,72004
KN979218.1,37.8,1932861,1932662,"KN979218.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold85, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
NW_006501223.1,37.6,4325725,4325537,"NW_006501223.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold187, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
VYZX01023464.1,37.6,79594,79859,"VYZX01023464.1 Brachypteracias leptosomus voucher FMNH:AVES:345686 isolate B10K-DU-012-52 scaffold6274, whole genome shotgun sequence",Brachypteracias leptosomus (short-legged ground-roller),135165
KQ021269.1,37.3,5056716,5056960,"KQ021269.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold178, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
CM020132.1,37.2,2324252,2323963,"CM020132.1 Cyclopterus lumpus isolate fCycLum1 chromosome 19, whole genome shotgun sequence",Cyclopterus lumpus,8103
VXBW01002437.1,37.1,856418,856106,"VXBW01002437.1 Thinocorus orbignyianus voucher USNM:645613 isolate B10K-DU-002-47 scaffold855, whole genome shotgun sequence",Thinocorus orbignyianus,161742
CM001665.1,37.1,81051985,81051703,"Nomascus leucogenys chromosome 19, whole genome shotgun sequence.",Nomascus leucogenys (Northern white-cheeked gibbon),61853
CM009207.1,37.1,74329859,74329759,"CM009207.1 Oncorhynchus tshawytscha isolate Chilliwack Hatchery Individual DE9421 chromosome 6, whole genome shotgun sequence",Oncorhynchus tshawytscha (Chinook salmon),74940
LIAG021586765.1,37,1,109,"LIAG021586765.1 Aquarana catesbeiana isolate Bruno Rc-01r160223s1010816_0, whole genome shotgun sequence",Rana catesbeiana (bullfrog),8400
VWYE01007593.1,37,157637,157859,"VWYE01007593.1 Alaudala cheleensis voucher USNM:586677 isolate B10K-DU-001-15 scaffold3305, whole genome shotgun sequence",Calandrella cheleensis,670337
