accession,bits_score,start,end,description,species,tax_id
JAGFMF010011785.1,125.1,3005140,3005393,"JAGFMF010011785.1 Galemys pyrenaicus isolate IBE-C5619 2611465, whole genome shotgun sequence",Galemys pyrenaicus,202257
CM021943.1,124.3,161025802,161025979,"CM021943.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome 5, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
KN297506.1,123.4,201826,201650,"KN297506.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG034938, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
CM021917.1,123.1,27678154,27677975,"CM021917.1 Callithrix jacchus isolate mCalJac1 chromosome 3, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
KZ203435.1,120.7,756262,756083,"KZ203435.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold399, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
NW_006501418.1,113.4,1845218,1845484,"NW_006501418.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold382, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
JH168678.1,113,811983,812241,"JH168678.1 Heterocephalus glaber unplaced genomic scaffold scaffold113, whole genome shotgun sequence",Heterocephalus glaber (naked mole-rat),10181
JAATJU010017950.1,111.6,1994722,1994477,"JAATJU010017950.1 Microtus ochrogaster isolate LTLLF scaffold175, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
JACAGB010000043.1,110.3,2238581,2238311,"JACAGB010000043.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_43, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
JACAGB010000043.1,108.8,2245769,2245499,"JACAGB010000043.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_43, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
SGJD01000146.1,107.2,864381,864123,"SGJD01000146.1 Balaenoptera physalus isolate FinWhale-01 scaffold177, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
NW_012267271.1,106.8,2143984,2143710,"NW_012267271.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold55, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
KV390036.1,105.3,783079,782903,"KV390036.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold610, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
NW_022437007.1,105.3,696542,696366,"NW_022437007.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold67, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
NW_006922198.1,105.3,530799,531066,"NW_006922198.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00611, whole genome shotgun sequence",Orycteropus afer afer,1230840
LZPO01055092.1,99,235497,235760,"Neotoma lepida isolate 417 scaffold_444, whole genome shotgun sequence.",Neotoma lepida (desert woodrat),56216
KN125037.1,97.1,2289342,2289088,"KN125037.1 Fukomys damarensis unplaced genomic scaffold scaffold83, whole genome shotgun sequence",Fukomys damarensis (Damara mole-rat),885580
JH378270.1,94.2,768330,768154,"JH378270.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00166, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
JH721879.1,92.7,3055473,3055735,"JH721879.1 Chinchilla lanigera unplaced genomic scaffold scaffold00018, whole genome shotgun sequence",Chinchilla lanigera,34839
NW_004801726.1,91.5,1378140,1378404,"NW_004801726.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00123, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
JH725490.1,88.4,14193440,14193149,"JH725490.1 Jaculus jaculus unplaced genomic scaffold scaffold00054, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
DS562882.1,85.9,8941264,8941525,"Cavia porcellus supercont2_27 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
NW_007253990.1,77.2,396673,396845,"NW_007253990.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold309894, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
CZRN02000039.1,76.7,9357541,9357725,"CZRN02000039.1 Marmota marmota marmota genome assembly, contig: chr11_part2, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
CM001653.1,74.9,88025273,88025405,"Nomascus leucogenys chromosome 7b, whole genome shotgun sequence.",Nomascus leucogenys (Northern white-cheeked gibbon),61853
KZ299464.1,74.6,2307,2123,"KZ299464.1 Spermophilus dauricus unplaced genomic scaffold scaffold17703, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CABDUW010000859.1,74.1,719046,718866,"CABDUW010000859.1 Marmota monax genome assembly, contig: monax5_s00859, whole genome shotgun sequence",Marmota monax (woodchuck),9995
KZ296366.1,71.4,27722,27538,"KZ296366.1 Spermophilus dauricus unplaced genomic scaffold scaffold4559, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CABDUW010002639.1,70.2,86353,86537,"CABDUW010002639.1 Marmota monax genome assembly, contig: monax5_s02639, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CZRN02006928.1,70.1,1079,895,"CZRN02006928.1 Marmota marmota marmota genome assembly, contig: scf282_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
KZ294375.1,69.8,9445,9629,"KZ294375.1 Spermophilus dauricus unplaced genomic scaffold scaffold1731, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
WBNG01004068.1,69.7,2449,2275,"WBNG01004068.1 Elachura formosa voucher IZCAS:20218 isolate B10K-IZCAS-20218 scaffold_4027, whole genome shotgun sequence",Elachura formosa (spotted wren-babbler),1463973
KZ294526.1,69.3,1499314,1499130,"KZ294526.1 Spermophilus dauricus unplaced genomic scaffold scaffold2235, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
NW_004524714.1,69.1,4831850,4832135,"NW_004524714.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00138, whole genome shotgun sequence",Octodon degus (degu),10160
KZ294969.1,68.9,841253,841437,"KZ294969.1 Spermophilus dauricus unplaced genomic scaffold scaffold2691, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
KZ294969.1,68.9,846377,846561,"KZ294969.1 Spermophilus dauricus unplaced genomic scaffold scaffold2691, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CABDUW010000711.1,68.2,105001,105197,"CABDUW010000711.1 Marmota monax genome assembly, contig: monax5_s00711, whole genome shotgun sequence",Marmota monax (woodchuck),9995
QVIC01001553.1,67.4,117987,117803,"QVIC01001553.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_1552, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JAATJV010398395.1,67.2,9620,9419,"JAATJV010398395.1 Sciurus carolinensis isolate SUZIE scaffold52414, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
CABDUW010005072.1,66.6,42319,42503,"CABDUW010005072.1 Marmota monax genome assembly, contig: monax5_s05072, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CABDUW010004409.1,65,3681,3499,"CABDUW010004409.1 Marmota monax genome assembly, contig: monax5_s04409, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CABDUW010000711.1,64.4,172657,172841,"CABDUW010000711.1 Marmota monax genome assembly, contig: monax5_s00711, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CABDUW010002778.1,64.4,32259,32443,"CABDUW010002778.1 Marmota monax genome assembly, contig: monax5_s02778, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CZRN02003718.1,64.4,5654,5472,"CZRN02003718.1 Marmota marmota marmota genome assembly, contig: scf1322_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
KZ296554.1,63.9,5930,5746,"KZ296554.1 Spermophilus dauricus unplaced genomic scaffold scaffold3512, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
KZ296701.1,63.9,37251,37435,"KZ296701.1 Spermophilus dauricus unplaced genomic scaffold scaffold1493, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
KZ297469.1,63.4,25089,24905,"KZ297469.1 Spermophilus dauricus unplaced genomic scaffold scaffold3913, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
JAATJV010291198.1,62.2,21617,21417,"JAATJV010291198.1 Sciurus carolinensis isolate SUZIE scaffold2300, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
QVIC01001571.1,62.1,75302,75118,"QVIC01001571.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_1570, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JH393932.1,62.1,162194,162010,"JH393932.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00654, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CABDUW010000569.1,61.2,770544,770726,"CABDUW010000569.1 Marmota monax genome assembly, contig: monax5_s00569, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CABDUW010004752.1,59.4,15621,15443,"CABDUW010004752.1 Marmota monax genome assembly, contig: monax5_s04752, whole genome shotgun sequence",Marmota monax (woodchuck),9995
QVIC01001219.1,58.8,37773,37957,"QVIC01001219.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_1218, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
CABDUW010003212.1,58.3,132455,132639,"CABDUW010003212.1 Marmota monax genome assembly, contig: monax5_s03212, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CABDUW010001211.1,58.2,60959,61155,"CABDUW010001211.1 Marmota monax genome assembly, contig: monax5_s01211, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CZRN02009216.1,58.1,28972,29168,"CZRN02009216.1 Marmota marmota marmota genome assembly, contig: scf518_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
JH393835.1,57,60595,60779,"JH393835.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00557, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CABDUW010002220.1,56.7,259090,259286,"CABDUW010002220.1 Marmota monax genome assembly, contig: monax5_s02220, whole genome shotgun sequence",Marmota monax (woodchuck),9995
QVIC01000387.1,56.5,1059401,1059585,"QVIC01000387.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_386, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
CZRN02000237.1,56.2,7498095,7497911,"CZRN02000237.1 Marmota marmota marmota genome assembly, contig: chr3_part6, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
CZRN02008005.1,55.9,337,154,"CZRN02008005.1 Marmota marmota marmota genome assembly, contig: scf400_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
JAATJV010509842.1,55.8,236,51,"JAATJV010509842.1 Sciurus carolinensis isolate SUZIE C66307085, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
CABDUW010004666.1,55.2,61022,61205,"CABDUW010004666.1 Marmota monax genome assembly, contig: monax5_s04666, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CZRN02008796.1,55.1,17334,17530,"CZRN02008796.1 Marmota marmota marmota genome assembly, contig: scf477_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
QVIC01002069.1,54.5,38503,38699,"QVIC01002069.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_2068, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JH394458.1,54.5,11513,11695,"JH394458.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold01181, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
JH393640.1,54.2,544475,544659,"JH393640.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00362, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CABDUW010004536.1,54.1,44085,43902,"CABDUW010004536.1 Marmota monax genome assembly, contig: monax5_s04536, whole genome shotgun sequence",Marmota monax (woodchuck),9995
QVIC01001038.1,54.1,324530,324346,"QVIC01001038.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_1037, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JH394404.1,53.9,10811,10627,"JH394404.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold01127, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
AXRT01174693.1,53.5,1,166,"AXRT01174693.1 Spermophilus dauricus scaffold3310_1, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
CABDUW010000711.1,53.4,41702,41885,"CABDUW010000711.1 Marmota monax genome assembly, contig: monax5_s00711, whole genome shotgun sequence",Marmota monax (woodchuck),9995
JH393640.1,53.2,312357,312541,"JH393640.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00362, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
QVIC01001351.1,52.3,125950,125756,"QVIC01001351.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_1350, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
JH393765.1,52.3,325762,325566,"JH393765.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00487, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CABDUW010002220.1,51.7,246756,246942,"CABDUW010002220.1 Marmota monax genome assembly, contig: monax5_s02220, whole genome shotgun sequence",Marmota monax (woodchuck),9995
AGTP01151068.1,50.6,303,487,"Ictidomys tridecemlineatus contig151068, whole genome shotgun sequence.",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
JH393640.1,50,903375,903559,"JH393640.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00362, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
JH393727.1,49.4,427086,427272,"JH393727.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00449, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
CABDUW010001360.1,49.3,10208,10093,"CABDUW010001360.1 Marmota monax genome assembly, contig: monax5_s01360, whole genome shotgun sequence",Marmota monax (woodchuck),9995
JH394458.1,46.8,12493,12677,"JH394458.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold01181, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
DS562865.1,45.4,19049584,19049410,"Cavia porcellus supercont2_10 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
AGTP01149378.1,42.6,1088,904,"Ictidomys tridecemlineatus contig149378, whole genome shotgun sequence.",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
