query	target	pident	alnlen	bits	evalue	cigar
hsa_ires_00643.1|Homo	hsa_ires_00643.1|Homo	100.000	393	706	2.413E-218	393M
hsa_ires_00675.1|Homo	hsa_ires_00675.1|Homo	100.000	140	252	3.470E-75	140M
CM001005.3:12991823-12991620	CM001005.3:12991823-12991620	100.000	204	367	2.040E-111	204M
mmu_ires_00015.1|Mus	mmu_ires_00015.1|Mus	100.000	9	18	6.142E-01	9M
mouse_hsa_ires_00491.1	mouse_hsa_ires_00491.1	100.000	135	243	2.354E-72	135M
mouse_hsa_ires_00639.1	mouse_hsa_ires_00639.1	100.000	117	211	3.683E-62	117M
mouse_CM000676.2:61695528-61695807	mouse_CM000676.2:61695528-61695807	100.000	163	294	3.294E-88	163M
BQCV_IGRpred|Black	vir_ires_00492.1	100.000	190	342	1.712E-103	190M
BQCV_IGRpred|Black	BQCV_IGRpred|Black	100.000	190	342	1.712E-103	190M
vir_ires_00189.1	vir_ires_00189.1	100.000	174	313	1.952E-94	174M
vir_ires_00410.1	vir_ires_00410.1	100.000	174	313	1.952E-94	174M
vir_ires_00007.1	vir_ires_00007.1	100.000	174	313	1.952E-94	174M
vir_ires_00254.1	vir_ires_00254.1	100.000	174	313	1.952E-94	174M
vir_ires_00199.1	vir_ires_00199.1	100.000	174	313	1.952E-94	174M
vir_ires_00304.1	vir_ires_00304.1	100.000	174	313	1.952E-94	174M
vir_ires_00459.1	vir_ires_00459.1	100.000	174	313	1.952E-94	174M
vir_ires_00148.1	vir_ires_00148.1	100.000	174	313	1.952E-94	174M
vir_ires_00170.1	vir_ires_00170.1	100.000	174	313	1.952E-94	174M
vir_ires_00406.1	vir_ires_00406.1	100.000	174	313	1.952E-94	174M
vir_ires_00002.1	vir_ires_00002.1	100.000	174	313	1.952E-94	174M
vir_ires_00251.1	vir_ires_00251.1	100.000	174	313	1.952E-94	174M
vir_ires_00201.1	vir_ires_00201.1	100.000	174	313	1.952E-94	174M
vir_ires_00483.1	vir_ires_00483.1	100.000	697	1250	0.000E+00	697M
vir_ires_00483.1	ERBV_162-920|Equine	96.400	723	1199	0.000E+00	0M26D697M
vir_ires_00380.1	vir_ires_00380.1	100.000	174	313	1.952E-94	174M
vir_ires_00380.1	vir_ires_00409.1	95.200	146	230	2.911E-64	89M3D54M
vir_ires_00524.1	vir_ires_00524.1	100.000	663	1189	0.000E+00	663M
CM000666.2:164188235-164188416	CM000666.2:164188235-164188416	100.000	182	328	5.779E-99	182M
eIF4G|Homo	eIF4G|Homo	100.000	357	641	5.559E-198	357M
hsa_ires_00004.1|Homo	hsa_ires_00004.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00036.1|Homo	hsa_ires_00036.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00068.1|Homo	hsa_ires_00068.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00100.1|Homo	hsa_ires_00100.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00132.1|Homo	hsa_ires_00132.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00164.1|Homo	hsa_ires_00164.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00196.1|Homo	hsa_ires_00196.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00228.1|Homo	hsa_ires_00228.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00260.1|Homo	hsa_ires_00260.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00292.1|Homo	hsa_ires_00292.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00324.1|Homo	hsa_ires_00324.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00356.1|Homo	hsa_ires_00356.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00388.1|Homo	hsa_ires_00388.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00420.1|Homo	hsa_ires_00420.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00452.1|Homo	hsa_ires_00452.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00484.1|Homo	hsa_ires_00484.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00516.1|Homo	hsa_ires_00516.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00548.1|Homo	hsa_ires_00548.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00612.1|Homo	hsa_ires_00612.1|Homo	100.000	396	711	4.851E-220	396M
hsa_ires_00644.1|Homo	hsa_ires_00644.1|Homo	100.000	165	297	2.429E-89	165M
hsa_ires_00676.1|Homo	hsa_ires_00676.1|Homo	100.000	319	573	1.740E-176	319M
mmu_ires_00016.1|Mus	mmu_ires_00016.1|Mus	100.000	694	1245	0.000E+00	694M
mouse_hsa_ires_00042.1	mouse_hsa_ires_00009.1	100.000	130	234	1.597E-69	130M
mouse_hsa_ires_00042.1	mouse_hsa_ires_00042.1	100.000	130	234	1.597E-69	130M
mouse_hsa_ires_00486.1	mouse_hsa_ires_00486.1	100.000	92	166	5.366E-48	92M
idefix|Drosophila	idefix|Drosophila	100.000	521	935	9.851E-291	521M
vir_ires_00069.1	vir_ires_00069.1	100.000	174	313	1.952E-94	174M
vir_ires_00046.1	vir_ires_00046.1	100.000	174	313	1.952E-94	174M
vir_ires_00015.1	vir_ires_00015.1	100.000	174	313	1.952E-94	174M
vir_ires_00236.1	vir_ires_00236.1	100.000	174	313	1.952E-94	174M
vir_ires_00177.1	vir_ires_00177.1	100.000	174	313	1.952E-94	174M
vir_ires_00206.1	vir_ires_00206.1	100.000	174	313	1.952E-94	174M
vir_ires_00048.1	vir_ires_00048.1	100.000	174	313	1.952E-94	174M
vir_ires_00144.1	vir_ires_00144.1	100.000	174	313	1.952E-94	174M
vir_ires_00457.1	vir_ires_00457.1	100.000	174	313	1.952E-94	174M
vir_ires_00262.1	vir_ires_00262.1	100.000	174	313	1.952E-94	174M
vir_ires_00481.1	vir_ires_00481.1	100.000	419	752	4.757E-233	419M
vir_ires_00481.1	M81861.1:374-830	100.000	419	752	4.757E-233	419M
vir_ires_00003.1	vir_ires_00003.1	100.000	174	313	1.952E-94	174M
vir_ires_00003.1	vir_ires_00442.1	98.800	167	292	2.354E-86	167M
vir_ires_00200.1	vir_ires_00200.1	100.000	174	313	1.952E-94	174M
vir_ires_00150.1	vir_ires_00150.1	100.000	174	313	1.952E-94	174M
vir_ires_00525.1	vir_ires_00525.1	100.000	161	290	4.467E-87	161M
eIF4GI-ext|Homo	eIF4GI-ext|Homo	100.000	196	353	6.879E-107	196M
hsa_ires_00005.1|Homo	hsa_ires_00005.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00037.1|Homo	hsa_ires_00037.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00069.1|Homo	hsa_ires_00069.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00101.1|Homo	hsa_ires_00101.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00133.1|Homo	hsa_ires_00133.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00165.1|Homo	hsa_ires_00165.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00197.1|Homo	hsa_ires_00197.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00229.1|Homo	hsa_ires_00229.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00600.1|Homo	hsa_ires_00600.1|Homo	100.000	101	182	4.267E-53	101M
hsa_ires_00632.1|Homo	hsa_ires_00632.1|Homo	100.000	72	131	1.162E-36	72M
hsa_ires_00664.1|Homo	hsa_ires_00664.1|Homo	100.000	263	473	8.366E-145	263M
CM001013.3:159687117-159686931	CM001013.3:159687117-159686931	100.000	187	337	8.544E-102	187M
mmu_ires_00003.1|Mus	mmu_ires_00003.1|Mus	100.000	418	750	1.750E-232	418M
mmu_ires_00003.1|Mus	NDST1|Mus	100.000	418	750	1.750E-232	418M
mouse_hsa_ires_00672.1	mouse_hsa_ires_00672.1	100.000	150	270	7.550E-81	150M
mouse_hsa_ires_00625.1	mouse_hsa_ires_00625.1	100.000	180	324	7.834E-98	180M
mouse_CM000685.2:71223206-71223356	mouse_CM000685.2:71223206-71223356	100.000	149	268	2.781E-80	149M
mouse_CM000685.2:71223206-71223356	CM001013.3:100427320-100427468	100.000	149	268	2.781E-80	149M
mouse_CM000685.2:71223206-71223356	mmu_ires_00013.1|Mus	100.000	113	204	1.030E-56	113M
mouse_CM000685.2:71223206-71223356	CM000685.2:71223206-71223356	90.700	141	192	1.023E-52	46M1D94M
mouse_hsa_ires_00344.1	mouse_hsa_ires_00344.1	100.000	170	306	3.588E-92	170M
KX884478.1:5388-5567	KX884478.1:5388-5567	100.000	180	324	7.834E-98	180M
GBV-B|Hepatitis	GBV-B|Hepatitis	100.000	416	747	2.366E-231	416M
GBV-B|Hepatitis	vir_ires_00478.1	93.300	436	674	1.846E-204	0M29D407M
vir_ires_00287.1	vir_ires_00287.1	100.000	174	313	1.952E-94	174M
vir_ires_00362.1	vir_ires_00362.1	100.000	174	313	1.952E-94	174M
vir_ires_00362.1	vir_ires_00340.1	91.500	177	250	4.323E-71	90M3I15M5D64M
vir_ires_00001.1	vir_ires_00001.1	100.000	174	313	1.952E-94	174M
vir_ires_00318.1	vir_ires_00318.1	100.000	174	313	1.952E-94	174M
vir_ires_00241.1	vir_ires_00241.1	100.000	174	313	1.952E-94	174M
vir_ires_00356.1	vir_ires_00356.1	100.000	174	313	1.952E-94	174M
vir_ires_00395.1	vir_ires_00395.1	100.000	174	313	1.952E-94	174M
vir_ires_00228.1	vir_ires_00228.1	100.000	174	313	1.952E-94	174M
vir_ires_00060.1	vir_ires_00060.1	100.000	174	313	1.952E-94	174M
vir_ires_00088.1	vir_ires_00088.1	100.000	174	313	1.952E-94	174M
vir_ires_00183.1	vir_ires_00183.1	100.000	174	313	1.952E-94	174M
vir_ires_00405.1	vir_ires_00405.1	100.000	174	313	1.952E-94	174M
vir_ires_00156.1	vir_ires_00156.1	100.000	174	313	1.952E-94	174M
vir_ires_00021.1	vir_ires_00021.1	100.000	174	313	1.952E-94	174M
vir_ires_00545.1	vir_ires_00545.1	100.000	297	534	4.856E-164	297M
GL000250.2:3160362-3160579	GL000250.2:3160362-3160579	100.000	218	392	2.434E-119	218M
GL000250.2:3160362-3160579	CM000668.2:31827737-31827954	100.000	218	392	2.434E-119	218M
GL000250.2:3160362-3160579	GL000251.2:3304990-3305207	100.000	218	392	2.434E-119	218M
GL000250.2:3160362-3160579	GL000252.2:3075516-3075733	100.000	218	392	2.434E-119	218M
GL000250.2:3160362-3160579	GL000255.2:3083569-3083786	100.000	218	392	2.434E-119	218M
AT1R_var3|Homo	AT1R_var3|Homo	100.000	330	593	1.042E-182	330M
hsa_ires_00025.1|Homo	hsa_ires_00025.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00057.1|Homo	hsa_ires_00057.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00089.1|Homo	hsa_ires_00089.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00121.1|Homo	hsa_ires_00121.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00153.1|Homo	hsa_ires_00153.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00185.1|Homo	hsa_ires_00185.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00217.1|Homo	hsa_ires_00217.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00249.1|Homo	hsa_ires_00249.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00281.1|Homo	hsa_ires_00281.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00313.1|Homo	hsa_ires_00313.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00345.1|Homo	hsa_ires_00345.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00377.1|Homo	hsa_ires_00377.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00409.1|Homo	hsa_ires_00409.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00441.1|Homo	hsa_ires_00441.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00473.1|Homo	hsa_ires_00473.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00505.1|Homo	hsa_ires_00505.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00537.1|Homo	hsa_ires_00537.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00569.1|Homo	hsa_ires_00569.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00601.1|Homo	hsa_ires_00601.1|Homo	100.000	119	215	2.712E-63	119M
hsa_ires_00633.1|Homo	hsa_ires_00633.1|Homo	100.000	90	163	7.294E-47	90M
hsa_ires_00665.1|Homo	hsa_ires_00665.1|Homo	100.000	368	661	3.334E-204	368M
hsa_ires_00665.1|Homo	hsa_ires_00668.1|Homo	100.000	330	593	5.661E-179	330M
CM001010.3:46342573-46342268	CM001010.3:46342573-46342268	100.000	306	550	3.933E-169	306M
mouse_hsa_ires_00513.1	mouse_hsa_ires_00513.1	100.000	107	193	1.702E-56	107M
mouse_hsa_ires_00471.1	mouse_hsa_ires_00471.1	100.000	196	353	6.879E-107	196M
mouse_hsa_ires_00173.1	mouse_hsa_ires_00173.1	100.000	232	417	2.909E-127	232M
KX883372.1:6126-6317	KX883372.1:6126-6317	100.000	192	345	1.263E-104	192M
GBV-C|Hepatitis	GBV-C|Hepatitis	100.000	630	1130	0.000E+00	630M
vir_ires_00343.1	vir_ires_00343.1	100.000	174	313	1.952E-94	174M
vir_ires_00343.1	HoCV1_IGRpred|Homalodisca	92.100	178	266	7.757E-77	0M14D164M
vir_ires_00193.1	vir_ires_00193.1	100.000	174	313	1.952E-94	174M
vir_ires_00275.1	vir_ires_00275.1	100.000	174	313	1.952E-94	174M
vir_ires_00240.1	vir_ires_00240.1	100.000	174	313	1.952E-94	174M
vir_ires_00153.1	vir_ires_00153.1	100.000	174	313	1.952E-94	174M
vir_ires_00070.1	vir_ires_00070.1	100.000	174	313	1.952E-94	174M
vir_ires_00157.1	vir_ires_00157.1	100.000	174	313	1.952E-94	174M
vir_ires_00258.1	vir_ires_00258.1	100.000	174	313	1.952E-94	174M
vir_ires_00121.1	vir_ires_00121.1	100.000	174	313	1.952E-94	174M
vir_ires_00253.1	vir_ires_00253.1	100.000	174	313	1.952E-94	174M
vir_ires_00151.1	vir_ires_00151.1	100.000	174	313	1.952E-94	174M
vir_ires_00032.1	vir_ires_00032.1	100.000	174	313	1.952E-94	174M
vir_ires_00415.1	vir_ires_00415.1	100.000	174	313	1.952E-94	174M
vir_ires_00103.1	vir_ires_00103.1	100.000	174	313	1.952E-94	174M
vir_ires_00437.1	vir_ires_00437.1	100.000	174	313	1.952E-94	174M
vir_ires_00514.1	vir_ires_00514.1	100.000	177	319	3.910E-96	177M
vir_ires_00514.1	HiPV_IGRpred|Himetobi	100.000	177	319	3.910E-96	177M
vir_ires_00546.1	vir_ires_00546.1	100.000	311	559	5.836E-172	311M
PDGF2/c-sis|Homo	PDGF2/c-sis|Homo	100.000	1022	1833	0.000E+00	1022M
hsa_ires_00026.1|Homo	hsa_ires_00026.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00058.1|Homo	hsa_ires_00058.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00090.1|Homo	hsa_ires_00090.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00122.1|Homo	hsa_ires_00122.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00154.1|Homo	hsa_ires_00154.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00186.1|Homo	hsa_ires_00186.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00218.1|Homo	hsa_ires_00218.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00250.1|Homo	hsa_ires_00250.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00282.1|Homo	hsa_ires_00282.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00314.1|Homo	hsa_ires_00314.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00346.1|Homo	hsa_ires_00346.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00378.1|Homo	hsa_ires_00378.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00410.1|Homo	hsa_ires_00410.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00442.1|Homo	hsa_ires_00442.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00474.1|Homo	hsa_ires_00474.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00506.1|Homo	hsa_ires_00506.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00538.1|Homo	hsa_ires_00538.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00570.1|Homo	hsa_ires_00570.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00602.1|Homo	hsa_ires_00602.1|Homo	100.000	229	412	1.450E-125	229M
hsa_ires_00602.1|Homo	FMR1|Homo	94.700	228	363	2.857E-107	119M12I97M
hsa_ires_00634.1|Homo	hsa_ires_00634.1|Homo	100.000	87	157	3.657E-45	87M
hsa_ires_00666.1|Homo	hsa_ires_00666.1|Homo	100.000	293	526	8.898E-162	293M
hsa_ires_00666.1|Homo	hsa_ires_00667.1|Homo	100.000	255	458	1.293E-136	255M
CM001011.3:39062328-39062167	CM001011.3:39062328-39062167	100.000	162	292	1.213E-87	162M
mouse_hsa_ires_00068.1	mouse_hsa_ires_00068.1	100.000	157	283	8.216E-85	157M
mouse_hsa_ires_00612.1	mouse_hsa_ires_00612.1	100.000	168	302	4.865E-91	168M
mouse_hsa_ires_00612.1	mouse_CM000684.2:39244768-39244141	100.000	168	302	4.865E-91	168M
mouse_hsa_ires_00612.1	mouse_hsa_ires_00200.1	100.000	168	302	4.865E-91	168M
mouse_hsa_ires_00612.1	mouse_PDGF2/c-sis	100.000	168	302	4.865E-91	168M
KX884554.1:5201-5348	KX884554.1:5201-5348	100.000	148	267	1.024E-79	148M
gypsy_env|Drosophila	gypsy_env|Drosophila	100.000	330	593	1.042E-182	330M
gypsy_env|Drosophila	gypsy_env|Drosophila	100.000	330	593	1.042E-182	330M
gypsy_env|Drosophila	gypsy_env|Drosophila	100.000	330	593	1.042E-182	330M
vir_ires_00235.1	vir_ires_00235.1	100.000	174	313	1.952E-94	174M
vir_ires_00354.1	vir_ires_00354.1	100.000	174	313	1.952E-94	174M
vir_ires_00209.1	vir_ires_00209.1	100.000	174	313	1.952E-94	174M
vir_ires_00149.1	vir_ires_00149.1	100.000	174	313	1.952E-94	174M
vir_ires_00374.1	vir_ires_00374.1	100.000	174	313	1.952E-94	174M
vir_ires_00261.1	vir_ires_00261.1	100.000	174	313	1.952E-94	174M
vir_ires_00039.1	vir_ires_00039.1	100.000	174	313	1.952E-94	174M
vir_ires_00039.1	vir_ires_00465.1	90.400	167	229	5.875E-64	167M
vir_ires_00160.1	vir_ires_00160.1	100.000	174	313	1.952E-94	174M
vir_ires_00255.1	vir_ires_00255.1	100.000	174	313	1.952E-94	174M
vir_ires_00490.1	vir_ires_00490.1	100.000	549	985	1.446E-306	549M
vir_ires_00208.1	vir_ires_00208.1	100.000	174	313	1.952E-94	174M
vir_ires_00044.1	vir_ires_00044.1	100.000	174	313	1.952E-94	174M
vir_ires_00124.1	vir_ires_00124.1	100.000	174	313	1.952E-94	174M
vir_ires_00353.1	vir_ires_00353.1	100.000	174	313	1.952E-94	174M
vir_ires_00302.1	vir_ires_00302.1	100.000	174	313	1.952E-94	174M
vir_ires_00441.1	vir_ires_00441.1	100.000	174	313	1.952E-94	174M
vir_ires_00515.1	vir_ires_00515.1	100.000	148	267	1.024E-79	148M
vir_ires_00515.1	vir_ires_00506.1	100.000	148	267	1.024E-79	148M
vir_ires_00515.1	crTMV_IREScp|Crucifer	100.000	148	267	1.024E-79	148M
vir_ires_00515.1	crTMV_IREScp|Crucifer	100.000	148	267	1.024E-79	148M
vir_ires_00515.1	crTMV_IREScp|Crucifer	100.000	146	263	2.352E-78	146M
vir_ires_00515.1	crTMV_IREScp|Crucifer	100.000	146	263	2.352E-78	146M
vir_ires_00515.1	crTMV_IREScp|Crucifer	100.000	146	263	2.352E-78	146M
vir_ires_00515.1	U03387.1:5455-5605	91.800	148	213	6.413E-60	148M
vir_ires_00547.1	vir_ires_00547.1	100.000	438	786	8.544E-244	438M
Pim-1|Homo	Pim-1|Homo	100.000	396	711	4.851E-220	396M
hsa_ires_00027.1|Homo	hsa_ires_00027.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00059.1|Homo	hsa_ires_00059.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00091.1|Homo	hsa_ires_00091.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00123.1|Homo	hsa_ires_00123.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00155.1|Homo	hsa_ires_00155.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00187.1|Homo	hsa_ires_00187.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00219.1|Homo	hsa_ires_00219.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00251.1|Homo	hsa_ires_00251.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00283.1|Homo	hsa_ires_00283.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00315.1|Homo	hsa_ires_00315.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00347.1|Homo	hsa_ires_00347.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00379.1|Homo	hsa_ires_00379.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00411.1|Homo	hsa_ires_00411.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00443.1|Homo	hsa_ires_00443.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00475.1|Homo	hsa_ires_00475.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00507.1|Homo	hsa_ires_00507.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00539.1|Homo	hsa_ires_00539.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00571.1|Homo	hsa_ires_00571.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00635.1|Homo	hsa_ires_00635.1|Homo	100.000	75	136	2.315E-38	75M
mmu_ires_00006.1|Mus	mmu_ires_00006.1|Mus	100.000	515	924	2.435E-287	515M
mouse_hsa_ires_00612.1	mouse_hsa_ires_00612.1	100.000	171	308	9.744E-93	171M
mouse_hsa_ires_00612.1	mouse_CM000684.2:39244768-39244141	100.000	171	308	9.744E-93	171M
mouse_hsa_ires_00612.1	mouse_hsa_ires_00179.1	100.000	171	308	9.744E-93	171M
mouse_hsa_ires_00612.1	mouse_PDGF2/c-sis	100.000	171	308	9.744E-93	171M
mouse_hsa_ires_00612.1	mouse_hsa_ires_00413.1	100.000	171	308	9.744E-93	171M
KX883736.1:5584-5793	KX883736.1:5584-5793	100.000	210	378	8.201E-115	210M
vir_ires_00466.1	vir_ires_00466.1	100.000	174	313	1.952E-94	174M
vir_ires_00466.1	vir_ires_00138.1	97.000	168	280	4.732E-82	168M
vir_ires_00466.1	vir_ires_00288.1	93.100	147	220	6.189E-61	147M
vir_ires_00083.1	vir_ires_00083.1	100.000	174	313	1.952E-94	174M
vir_ires_00120.1	vir_ires_00120.1	100.000	174	313	1.952E-94	174M
vir_ires_00414.1	vir_ires_00414.1	100.000	174	313	1.952E-94	174M
vir_ires_00352.1	vir_ires_00352.1	100.000	174	313	1.952E-94	174M
vir_ires_00115.1	vir_ires_00115.1	100.000	174	313	1.952E-94	174M
vir_ires_00329.1	vir_ires_00329.1	100.000	174	313	1.952E-94	174M
vir_ires_00467.1	vir_ires_00467.1	100.000	174	313	1.952E-94	174M
vir_ires_00152.1	vir_ires_00152.1	100.000	174	313	1.952E-94	174M
vir_ires_00136.1	vir_ires_00136.1	100.000	174	313	1.952E-94	174M
vir_ires_00192.1	vir_ires_00192.1	100.000	174	313	1.952E-94	174M
vir_ires_00503.1	vir_ires_00503.1	100.000	655	1175	0.000E+00	655M
vir_ires_00022.1	vir_ires_00022.1	100.000	174	313	1.952E-94	174M
vir_ires_00022.1	vir_ires_00396.1	98.800	174	301	1.059E-89	105M1D68M
vir_ires_00049.1	vir_ires_00049.1	100.000	174	313	1.952E-94	174M
vir_ires_00516.1	vir_ires_00516.1	100.000	116	209	1.357E-61	116M
vir_ires_00548.1	vir_ires_00548.1	100.000	614	1102	0.000E+00	614M
BAG1_p36delta236nt|Homo	BAG1_p36delta236nt|Homo	100.000	130	234	1.597E-69	130M
BAG1_p36delta236nt|Homo	BAG1_p36delta236nt|Homo	100.000	130	234	1.597E-69	130M
BAG1_p36delta236nt|Homo	hsa_ires_00596.1|Homo	100.000	130	234	1.597E-69	130M
PITSLRE_p58|Homo	PITSLRE_p58|Homo	100.000	381	684	1.479E-211	381M
PITSLRE_p58|Homo	hsa_ires_00613.1|Homo	97.400	390	659	3.697E-202	291M9D90M
hsa_ires_00028.1|Homo	hsa_ires_00028.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00060.1|Homo	hsa_ires_00060.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00092.1|Homo	hsa_ires_00092.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00124.1|Homo	hsa_ires_00124.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00156.1|Homo	hsa_ires_00156.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00188.1|Homo	hsa_ires_00188.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00220.1|Homo	hsa_ires_00220.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00252.1|Homo	hsa_ires_00252.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00284.1|Homo	hsa_ires_00284.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00284.1|Homo	hsa_ires_00146.1|Homo	98.800	167	292	2.354E-86	167M
hsa_ires_00316.1|Homo	hsa_ires_00316.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00348.1|Homo	hsa_ires_00348.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00380.1|Homo	hsa_ires_00380.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00412.1|Homo	hsa_ires_00412.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00444.1|Homo	hsa_ires_00444.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00476.1|Homo	hsa_ires_00476.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00508.1|Homo	hsa_ires_00508.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00540.1|Homo	hsa_ires_00540.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00572.1|Homo	hsa_ires_00572.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00636.1|Homo	hsa_ires_00636.1|Homo	100.000	80	145	3.391E-41	80M
mmu_ires_00007.1|Mus	mmu_ires_00007.1|Mus	100.000	59	107	2.730E-29	59M
mouse_hsa_ires_00551.1	mouse_hsa_ires_00551.1	100.000	204	367	2.040E-111	204M
mouse_hsa_ires_00551.1	mouse_hsa_ires_00453.1	100.000	204	367	2.040E-111	204M
mouse_hsa_ires_00551.1	mouse_hsa_ires_00277.1	100.000	204	367	2.040E-111	204M
mouse_hsa_ires_00453.1	mouse_hsa_ires_00551.1	100.000	168	302	4.865E-91	168M
mouse_hsa_ires_00453.1	mouse_hsa_ires_00453.1	100.000	168	302	4.865E-91	168M
