Cluster Num,Representative,Member,RFAM family,Organism,Location,Length
244,vir_ires_00128.1,vir_ires_00128.1,,Virus,,174
245,vir_ires_00247.1,vir_ires_00247.1,,Virus,,174
246,vir_ires_00086.1,vir_ires_00086.1,,Virus,,174
247,vir_ires_00462.1,vir_ires_00462.1,,Virus,,174
247,vir_ires_00462.1,vir_ires_00029.1,,Virus,,174
248,vir_ires_00390.1,vir_ires_00390.1,,Virus,,174
249,vir_ires_00081.1,vir_ires_00081.1,,Virus,,174
250,vir_ires_00109.1,vir_ires_00109.1,,Virus,,174
251,vir_ires_00023.1,vir_ires_00023.1,,Virus,,174
252,vir_ires_00040.1,vir_ires_00040.1,,Virus,,174
253,vir_ires_00542.1,vir_ires_00542.1,,Virus,,264
254,"CM000673.2:30012935-30012676 Homo sapiens IRES_Kv1_4 Homo sapiens chromosome 11, GRCh38 reference primary assembly.","CM000673.2:30012935-30012676 Homo sapiens IRES_Kv1_4 Homo sapiens chromosome 11, GRCh38 reference primary assembly.",,Homo sapiens (human),,260
255,AQP4|Homo sapiens,AQP4|Homo sapiens,,Homo sapiens (human),,284
256,n-MYC|Homo sapiens,n-MYC|Homo sapiens,,Homo sapiens (human),,320
257,"hsa_ires_00022.1|Homo sapiens (human)|chr19:579,538-580,433+","hsa_ires_00022.1|Homo sapiens (human)|chr19:579,538-580,433+",,Homo sapiens (human),"chr19:579,538-580,433+",174
258,"hsa_ires_00054.1|Homo sapiens (human)|chr5:1,201,595-1,201,768+","hsa_ires_00054.1|Homo sapiens (human)|chr5:1,201,595-1,201,768+",,Homo sapiens (human),"chr5:1,201,595-1,201,768+",174
259,"hsa_ires_00086.1|Homo sapiens (human)|chr10:35,167,552-35,167,725+","hsa_ires_00086.1|Homo sapiens (human)|chr10:35,167,552-35,167,725+",,Homo sapiens (human),"chr10:35,167,552-35,167,725+",174
260,"hsa_ires_00118.1|Homo sapiens (human)|chr6:30,112,742-30,113,090-","hsa_ires_00118.1|Homo sapiens (human)|chr6:30,112,742-30,113,090-",,Homo sapiens (human),"chr6:30,112,742-30,113,090-",174
261,"hsa_ires_00150.1|Homo sapiens (human)|chr21:42,201,615-42,225,694+","hsa_ires_00150.1|Homo sapiens (human)|chr21:42,201,615-42,225,694+",,Homo sapiens (human),"chr21:42,201,615-42,225,694+",174
262,"hsa_ires_00182.1|Homo sapiens (human)|chr12:9,971,423-9,971,596+","hsa_ires_00182.1|Homo sapiens (human)|chr12:9,971,423-9,971,596+",,Homo sapiens (human),"chr12:9,971,423-9,971,596+",174
263,"hsa_ires_00214.1|Homo sapiens (human)|chr1:201,648,495-201,648,668+","hsa_ires_00214.1|Homo sapiens (human)|chr1:201,648,495-201,648,668+",,Homo sapiens (human),"chr1:201,648,495-201,648,668+",174
264,"hsa_ires_00246.1|Homo sapiens (human)|chr21:30,425,739-30,425,912-","hsa_ires_00246.1|Homo sapiens (human)|chr21:30,425,739-30,425,912-",,Homo sapiens (human),"chr21:30,425,739-30,425,912-",174
265,"hsa_ires_00278.1|Homo sapiens (human)|chr1:209,650,945-209,651,118-","hsa_ires_00278.1|Homo sapiens (human)|chr1:209,650,945-209,651,118-",,Homo sapiens (human),"chr1:209,650,945-209,651,118-",174
266,"hsa_ires_00310.1|Homo sapiens (human)|chrX:48,786,574-48,791,192+","hsa_ires_00310.1|Homo sapiens (human)|chrX:48,786,574-48,791,192+",,Homo sapiens (human),"chrX:48,786,574-48,791,192+",174
267,"hsa_ires_00342.1|Homo sapiens (human)|chr3:42,794,202-42,804,535-","hsa_ires_00342.1|Homo sapiens (human)|chr3:42,794,202-42,804,535-",,Homo sapiens (human),"chr3:42,794,202-42,804,535-",174
268,"hsa_ires_00374.1|Homo sapiens (human)|chrX:35,798,447-35,802,196+","hsa_ires_00374.1|Homo sapiens (human)|chrX:35,798,447-35,802,196+",,Homo sapiens (human),"chrX:35,798,447-35,802,196+",174
269,"hsa_ires_00406.1|Homo sapiens (human)|chr1:212,565,334-212,615,041+","hsa_ires_00406.1|Homo sapiens (human)|chr1:212,565,334-212,615,041+",,Homo sapiens (human),"chr1:212,565,334-212,615,041+",174
270,"hsa_ires_00438.1|Homo sapiens (human)|chr8:109,322,419-109,329,933-","hsa_ires_00438.1|Homo sapiens (human)|chr8:109,322,419-109,329,933-",,Homo sapiens (human),"chr8:109,322,419-109,329,933-",174
271,"hsa_ires_00470.1|Homo sapiens (human)|chr9:128,456,219-128,460,558+","hsa_ires_00470.1|Homo sapiens (human)|chr9:128,456,219-128,460,558+",,Homo sapiens (human),"chr9:128,456,219-128,460,558+",174
272,"hsa_ires_00502.1|Homo sapiens (human)|chr19:49,496,365-49,497,260+","hsa_ires_00502.1|Homo sapiens (human)|chr19:49,496,365-49,497,260+",,Homo sapiens (human),"chr19:49,496,365-49,497,260+",174
273,"hsa_ires_00534.1|Homo sapiens (human)|chr17:78,892,330-78,892,503-","hsa_ires_00534.1|Homo sapiens (human)|chr17:78,892,330-78,892,503-",,Homo sapiens (human),"chr17:78,892,330-78,892,503-",174
274,"hsa_ires_00566.1|Homo sapiens (human)|chr6:13,584,127-13,591,743+","hsa_ires_00566.1|Homo sapiens (human)|chr6:13,584,127-13,591,743+",,Homo sapiens (human),"chr6:13,584,127-13,591,743+",174
275,"hsa_ires_00598.1|Homo sapiens (human)|chr8:127,736,244-127,736,610+","hsa_ires_00598.1|Homo sapiens (human)|chr8:127,736,244-127,736,610+",RF00216,Homo sapiens (human),"chr8:127,736,244-127,736,610+",367
275,"hsa_ires_00598.1|Homo sapiens (human)|chr8:127,736,244-127,736,610+",c-myc|Homo sapiens,RF00216,Homo sapiens (human),,393
275,"hsa_ires_00598.1|Homo sapiens (human)|chr8:127,736,244-127,736,610+","CM000670.2:127736244-127736545 Homo sapiens IRES_c-myc Homo sapiens chromosome 8, GRCh38 reference primary assembly.",,Homo sapiens (human),,302
276,hsa_ires_00630.1|Homo sapiens (human)|NA,hsa_ires_00630.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,96
277,"hsa_ires_00662.1|Homo sapiens (human)|chr9:95,508,362-95,508,549-","hsa_ires_00662.1|Homo sapiens (human)|chr9:95,508,362-95,508,549-",,Homo sapiens (human),"chr9:95,508,362-95,508,549-",188
278,"CM000997.3:40948223-40947846 Mus musculus IRES_Bag1 CM000997.3 Mus musculus chromosome 4, GRCm39 reference primary assembly C57BL/6J","CM000997.3:40948223-40947846 Mus musculus IRES_Bag1 CM000997.3 Mus musculus chromosome 4, GRCm39 reference primary assembly C57BL/6J",,Mus musculus (mouse),,378
279,mouse_hsa_ires_00653.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00653.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr2:171160497-171160675+,179
279,mouse_hsa_ires_00653.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00303.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr2:171160497-171160675+,179
279,mouse_hsa_ires_00653.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00614.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr2:171160497-171160675+,179
279,mouse_hsa_ires_00653.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00605.1 | chr2:171160497-171160675(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr2:171160497-171160675+,179
280,mouse_hsa_ires_00666.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00666.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr2:166101276-166101567+,292
280,mouse_hsa_ires_00666.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00669.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr2:166101276-166101567+,292
280,mouse_hsa_ires_00666.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00667.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr2:166101276-166101567+,292
280,mouse_hsa_ires_00666.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00665.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr2:166101276-166101567+,292
280,mouse_hsa_ires_00666.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00668.1 | chr2:166101276-166101567(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr2:166101276-166101567+,292
281,"KX883972.1:5630-5823 Hubei picorna-like virus 16 IRES_Cripavirus Hubei picorna-like virus 16 strain SCM51353 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.","KX883972.1:5630-5823 Hubei picorna-like virus 16 IRES_Cripavirus Hubei picorna-like virus 16 strain SCM51353 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.",RF00458,Virus,,194
282,FMDV_type_C|Foot-and-mouth disease virus,FMDV_type_C|Foot-and-mouth disease virus,RF00210,Foot-and-mouth disease virus,,461
283,vir_ires_00147.1,vir_ires_00147.1,,Virus,,174
284,vir_ires_00127.1,vir_ires_00127.1,,Virus,,174
285,vir_ires_00399.1,vir_ires_00399.1,,Virus,,174
286,vir_ires_00094.1,vir_ires_00094.1,,Virus,,174
287,vir_ires_00502.1,vir_ires_00502.1,RF00229,Virus,,642
288,vir_ires_00421.1,vir_ires_00421.1,,Virus,,174
289,vir_ires_00432.1,vir_ires_00432.1,,Virus,,174
289,vir_ires_00432.1,vir_ires_00027.1,,Virus,,174
290,vir_ires_00359.1,vir_ires_00359.1,,Virus,,174
291,vir_ires_00163.1,vir_ires_00163.1,,Virus,,174
292,vir_ires_00283.1,vir_ires_00283.1,,Virus,,174
293,vir_ires_00096.1,vir_ires_00096.1,,Virus,,174
294,vir_ires_00447.1,vir_ires_00447.1,,Virus,,174
295,vir_ires_00159.1,vir_ires_00159.1,,Virus,,174
296,vir_ires_00511.1,vir_ires_00511.1,RF00448,Virus,,144
297,vir_ires_00543.1,vir_ires_00543.1,RF02340,Virus,,96
298,AT1R_var1|Homo sapiens,AT1R_var1|Homo sapiens,,Homo sapiens (human),,356
298,AT1R_var1|Homo sapiens,AT1R_var4|Homo sapiens,,Homo sapiens (human),,414
299,NRF_-653_-17|Homo sapiens,NRF_-653_-17|Homo sapiens,,Homo sapiens (human),,637
299,NRF_-653_-17|Homo sapiens,"hsa_ires_00611.1|Homo sapiens (human)|chrX:119,592,498-119,593,150-",,Homo sapiens (human),"chrX:119,592,498-119,593,150-",653
300,"hsa_ires_00023.1|Homo sapiens (human)|chr14:22,999,024-23,000,999-","hsa_ires_00023.1|Homo sapiens (human)|chr14:22,999,024-23,000,999-",,Homo sapiens (human),"chr14:22,999,024-23,000,999-",174
301,"hsa_ires_00055.1|Homo sapiens (human)|chr18:58,149,362-58,149,535+","hsa_ires_00055.1|Homo sapiens (human)|chr18:58,149,362-58,149,535+",,Homo sapiens (human),"chr18:58,149,362-58,149,535+",174
302,"hsa_ires_00087.1|Homo sapiens (human)|chr17:7,675,216-7,675,389-","hsa_ires_00087.1|Homo sapiens (human)|chr17:7,675,216-7,675,389-",,Homo sapiens (human),"chr17:7,675,216-7,675,389-",174
303,"hsa_ires_00119.1|Homo sapiens (human)|chr20:33,168,154-33,169,248+","hsa_ires_00119.1|Homo sapiens (human)|chr20:33,168,154-33,169,248+",,Homo sapiens (human),"chr20:33,168,154-33,169,248+",174
304,"hsa_ires_00151.1|Homo sapiens (human)|chr1:153,544,690-153,545,806-","hsa_ires_00151.1|Homo sapiens (human)|chr1:153,544,690-153,545,806-",,Homo sapiens (human),"chr1:153,544,690-153,545,806-",174
305,"hsa_ires_00183.1|Homo sapiens (human)|chr11:72,080,768-72,088,352+","hsa_ires_00183.1|Homo sapiens (human)|chr11:72,080,768-72,088,352+",,Homo sapiens (human),"chr11:72,080,768-72,088,352+",174
306,"hsa_ires_00215.1|Homo sapiens (human)|chr3:98,770,944-98,772,903+","hsa_ires_00215.1|Homo sapiens (human)|chr3:98,770,944-98,772,903+",,Homo sapiens (human),"chr3:98,770,944-98,772,903+",174
307,"hsa_ires_00247.1|Homo sapiens (human)|chr10:16,782,035-16,817,438-","hsa_ires_00247.1|Homo sapiens (human)|chr10:16,782,035-16,817,438-",,Homo sapiens (human),"chr10:16,782,035-16,817,438-",174
308,"hsa_ires_00279.1|Homo sapiens (human)|chr4:127,782,377-127,782,550+","hsa_ires_00279.1|Homo sapiens (human)|chr4:127,782,377-127,782,550+",,Homo sapiens (human),"chr4:127,782,377-127,782,550+",174
309,"hsa_ires_00311.1|Homo sapiens (human)|chr8:93,755,025-93,758,547+","hsa_ires_00311.1|Homo sapiens (human)|chr8:93,755,025-93,758,547+",,Homo sapiens (human),"chr8:93,755,025-93,758,547+",174
310,"hsa_ires_00343.1|Homo sapiens (human)|chr7:131,110,127-131,142,912+","hsa_ires_00343.1|Homo sapiens (human)|chr7:131,110,127-131,142,912+",,Homo sapiens (human),"chr7:131,110,127-131,142,912+",174
311,"hsa_ires_00375.1|Homo sapiens (human)|chr12:109,098,153-109,098,326+","hsa_ires_00375.1|Homo sapiens (human)|chr12:109,098,153-109,098,326+",,Homo sapiens (human),"chr12:109,098,153-109,098,326+",174
312,"hsa_ires_00407.1|Homo sapiens (human)|chr17:42,458,844-42,460,901+","hsa_ires_00407.1|Homo sapiens (human)|chr17:42,458,844-42,460,901+",,Homo sapiens (human),"chr17:42,458,844-42,460,901+",174
313,"hsa_ires_00439.1|Homo sapiens (human)|chr3:53,347,454-53,347,627-","hsa_ires_00439.1|Homo sapiens (human)|chr3:53,347,454-53,347,627-",,Homo sapiens (human),"chr3:53,347,454-53,347,627-",174
314,"hsa_ires_00471.1|Homo sapiens (human)|chr5:136,152,754-136,153,760+","hsa_ires_00471.1|Homo sapiens (human)|chr5:136,152,754-136,153,760+",,Homo sapiens (human),"chr5:136,152,754-136,153,760+",174
315,"hsa_ires_00503.1|Homo sapiens (human)|chrX:103,677,028-103,686,641-","hsa_ires_00503.1|Homo sapiens (human)|chrX:103,677,028-103,686,641-",,Homo sapiens (human),"chrX:103,677,028-103,686,641-",174
316,"hsa_ires_00535.1|Homo sapiens (human)|chr17:10,036,437-10,036,610-","hsa_ires_00535.1|Homo sapiens (human)|chr17:10,036,437-10,036,610-",,Homo sapiens (human),"chr17:10,036,437-10,036,610-",174
317,"hsa_ires_00567.1|Homo sapiens (human)|chr1:113,758,704-113,758,877-","hsa_ires_00567.1|Homo sapiens (human)|chr1:113,758,704-113,758,877-",,Homo sapiens (human),"chr1:113,758,704-113,758,877-",174
318,"hsa_ires_00599.1|Homo sapiens (human)|chr12:48,716,676-48,716,990-","hsa_ires_00599.1|Homo sapiens (human)|chr12:48,716,676-48,716,990-",,Homo sapiens (human),"chr12:48,716,676-48,716,990-",315
319,hsa_ires_00631.1|Homo sapiens (human)|NA,hsa_ires_00631.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,54
320,"hsa_ires_00663.1|Homo sapiens (human)|chr15:73,994,713-73,994,812+","hsa_ires_00663.1|Homo sapiens (human)|chr15:73,994,713-73,994,812+",,Homo sapiens (human),"chr15:73,994,713-73,994,812+",100
321,mmu_ires_00002.1|Mus musculus (house mouse),mmu_ires_00002.1|Mus musculus (house mouse),,Mus musculus (mouse),,200
322,mouse_hsa_ires_00561.1 | chr3:65942197-65942297(+) | RF00447 | IRES_Kv1_4 | potassium-channel Kv1.4 IRES,mouse_hsa_ires_00561.1 | chr3:65942197-65942297(+) | RF00447 | IRES_Kv1_4 | potassium-channel Kv1.4 IRES,RF00447,Mus musculus (mouse),chr3:65942197-65942297+,101
323,mouse_hsa_ires_00125.1 | chr8:107058266-107058371(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00125.1 | chr8:107058266-107058371(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr8:107058266-107058371-,106
324,"KX883381.1:6466-6659 Beihai picorna-like virus 75 IRES_Cripavirus Beihai picorna-like virus 75 strain BHJP52955 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.","KX883381.1:6466-6659 Beihai picorna-like virus 75 IRES_Cripavirus Beihai picorna-like virus 75 strain BHJP52955 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.",RF00458,Virus,,194
325,vir_ires_00297.1,vir_ires_00297.1,,Virus,,174
326,vir_ires_00291.1,vir_ires_00291.1,,Virus,,174
327,vir_ires_00346.1,vir_ires_00346.1,,Virus,,174
328,vir_ires_00114.1,vir_ires_00114.1,,Virus,,174
329,vir_ires_00179.1,vir_ires_00179.1,,Virus,,174
330,vir_ires_00221.1,vir_ires_00221.1,,Virus,,174
331,vir_ires_00077.1,vir_ires_00077.1,,Virus,,174
332,vir_ires_00223.1,vir_ires_00223.1,,Virus,,174
333,vir_ires_00360.1,vir_ires_00360.1,,Virus,,174
333,vir_ires_00360.1,vir_ires_00469.1,,Virus,,174
334,vir_ires_00233.1,vir_ires_00233.1,,Virus,,174
335,vir_ires_00227.1,vir_ires_00227.1,,Virus,,174
336,vir_ires_00316.1,vir_ires_00316.1,,Virus,,174
337,vir_ires_00349.1,vir_ires_00349.1,,Virus,,174
338,vir_ires_00117.1,vir_ires_00117.1,,Virus,,174
339,vir_ires_00512.1,vir_ires_00512.1,RF00511,Virus,,232
340,vir_ires_00544.1,vir_ires_00544.1,RF02340,Virus,,107
341,AT1R_var2|Homo sapiens,AT1R_var2|Homo sapiens,,Homo sapiens (human),,272
342,p27kip1|Homo sapiens,p27kip1|Homo sapiens,,Homo sapiens (human),,152
343,"hsa_ires_00024.1|Homo sapiens (human)|chr6:96,563,194-96,603,613+","hsa_ires_00024.1|Homo sapiens (human)|chr6:96,563,194-96,603,613+",,Homo sapiens (human),"chr6:96,563,194-96,603,613+",174
344,"hsa_ires_00056.1|Homo sapiens (human)|chr1:162,381,730-162,381,903+","hsa_ires_00056.1|Homo sapiens (human)|chr1:162,381,730-162,381,903+",,Homo sapiens (human),"chr1:162,381,730-162,381,903+",174
345,"hsa_ires_00088.1|Homo sapiens (human)|chr19:18,269,479-18,274,467-","hsa_ires_00088.1|Homo sapiens (human)|chr19:18,269,479-18,274,467-",,Homo sapiens (human),"chr19:18,269,479-18,274,467-",174
346,"hsa_ires_00120.1|Homo sapiens (human)|chr12:89,497,317-89,525,267-","hsa_ires_00120.1|Homo sapiens (human)|chr12:89,497,317-89,525,267-",,Homo sapiens (human),"chr12:89,497,317-89,525,267-",174
347,"hsa_ires_00152.1|Homo sapiens (human)|chr14:39,175,183-39,175,356+","hsa_ires_00152.1|Homo sapiens (human)|chr14:39,175,183-39,175,356+",,Homo sapiens (human),"chr14:39,175,183-39,175,356+",174
348,"hsa_ires_00184.1|Homo sapiens (human)|chr6:26,056,298-26,056,471-","hsa_ires_00184.1|Homo sapiens (human)|chr6:26,056,298-26,056,471-",,Homo sapiens (human),"chr6:26,056,298-26,056,471-",174
349,"hsa_ires_00216.1|Homo sapiens (human)|chr1:153,307,202-153,310,718-","hsa_ires_00216.1|Homo sapiens (human)|chr1:153,307,202-153,310,718-",,Homo sapiens (human),"chr1:153,307,202-153,310,718-",174
350,"hsa_ires_00248.1|Homo sapiens (human)|chr19:15,125,007-15,125,766-","hsa_ires_00248.1|Homo sapiens (human)|chr19:15,125,007-15,125,766-",,Homo sapiens (human),"chr19:15,125,007-15,125,766-",174
351,"hsa_ires_00280.1|Homo sapiens (human)|chr7:148,847,299-148,883,363-","hsa_ires_00280.1|Homo sapiens (human)|chr7:148,847,299-148,883,363-",,Homo sapiens (human),"chr7:148,847,299-148,883,363-",174
352,"hsa_ires_00312.1|Homo sapiens (human)|chr9:26,947,312-26,961,970+","hsa_ires_00312.1|Homo sapiens (human)|chr9:26,947,312-26,961,970+",,Homo sapiens (human),"chr9:26,947,312-26,961,970+",174
353,"hsa_ires_00344.1|Homo sapiens (human)|chr2:10,369,154-10,419,757+","hsa_ires_00344.1|Homo sapiens (human)|chr2:10,369,154-10,419,757+",,Homo sapiens (human),"chr2:10,369,154-10,419,757+",174
354,"hsa_ires_00376.1|Homo sapiens (human)|chr10:114,163,269-114,174,127-","hsa_ires_00376.1|Homo sapiens (human)|chr10:114,163,269-114,174,127-",,Homo sapiens (human),"chr10:114,163,269-114,174,127-",174
355,"hsa_ires_00408.1|Homo sapiens (human)|chr19:8,364,148-8,364,321+","hsa_ires_00408.1|Homo sapiens (human)|chr19:8,364,148-8,364,321+",,Homo sapiens (human),"chr19:8,364,148-8,364,321+",174
356,"hsa_ires_00440.1|Homo sapiens (human)|chr7:27,102,501-27,102,674-","hsa_ires_00440.1|Homo sapiens (human)|chr7:27,102,501-27,102,674-",,Homo sapiens (human),"chr7:27,102,501-27,102,674-",174
357,"hsa_ires_00472.1|Homo sapiens (human)|chrX:48,898,336-48,898,509+","hsa_ires_00472.1|Homo sapiens (human)|chrX:48,898,336-48,898,509+",,Homo sapiens (human),"chrX:48,898,336-48,898,509+",174
358,"hsa_ires_00504.1|Homo sapiens (human)|chr3:150,943,845-150,944,018-","hsa_ires_00504.1|Homo sapiens (human)|chr3:150,943,845-150,944,018-",,Homo sapiens (human),"chr3:150,943,845-150,944,018-",174
359,"hsa_ires_00536.1|Homo sapiens (human)|chrX:65,667,668-65,667,841+","hsa_ires_00536.1|Homo sapiens (human)|chrX:65,667,668-65,667,841+",,Homo sapiens (human),"chrX:65,667,668-65,667,841+",174
360,"hsa_ires_00568.1|Homo sapiens (human)|chr3:100,114,930-100,160,445+","hsa_ires_00568.1|Homo sapiens (human)|chr3:100,114,930-100,160,445+",,Homo sapiens (human),"chr3:100,114,930-100,160,445+",174
361,"hsa_ires_00600.1|Homo sapiens (human)|chr3:184,320,569-184,320,669+","hsa_ires_00600.1|Homo sapiens (human)|chr3:184,320,569-184,320,669+",,Homo sapiens (human),"chr3:184,320,569-184,320,669+",101
362,hsa_ires_00632.1|Homo sapiens (human)|NA,hsa_ires_00632.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,72
363,"hsa_ires_00664.1|Homo sapiens (human)|chr4:89,835,668-89,837,199-","hsa_ires_00664.1|Homo sapiens (human)|chr4:89,835,668-89,837,199-",,Homo sapiens (human),"chr4:89,835,668-89,837,199-",263
364,"CM001013.3:159687117-159686931 Mus musculus IRES_Cx43 CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J","CM001013.3:159687117-159686931 Mus musculus IRES_Cx43 CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J",RF00487,Mus musculus (mouse),,187
365,mmu_ires_00003.1|Mus musculus (house mouse),mmu_ires_00003.1|Mus musculus (house mouse),,Mus musculus (mouse),,418
365,mmu_ires_00003.1|Mus musculus (house mouse),NDST1|Mus musculus,,Mus musculus (mouse),,420
366,mouse_hsa_ires_00672.1 | chr17:44116009-44116158(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00672.1 | chr17:44116009-44116158(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr17:44116009-44116158+,150
367,mouse_hsa_ires_00625.1 | chr9:73334709-73334888(-) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00625.1 | chr9:73334709-73334888(-) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),RF00216,Mus musculus (mouse),chr9:73334709-73334888-,180
368,mouse_CM000685.2:71223206-71223356 | chrX:100427320-100427468(+) | RF00484 | IRES_Cx32 | internal ribosome entry site (IRES),mouse_CM000685.2:71223206-71223356 | chrX:100427320-100427468(+) | RF00484 | IRES_Cx32 | internal ribosome entry site (IRES),RF00484,Mus musculus (mouse),chrX:100427320-100427468+,149
368,mouse_CM000685.2:71223206-71223356 | chrX:100427320-100427468(+) | RF00484 | IRES_Cx32 | internal ribosome entry site (IRES),"CM001013.3:100427320-100427468 Mus musculus IRES_Cx32 CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J",RF00484,Mus musculus (mouse),,149
368,mouse_CM000685.2:71223206-71223356 | chrX:100427320-100427468(+) | RF00484 | IRES_Cx32 | internal ribosome entry site (IRES),mmu_ires_00013.1|Mus musculus (house mouse),RF00484,Mus musculus (mouse),,127
368,mouse_CM000685.2:71223206-71223356 | chrX:100427320-100427468(+) | RF00484 | IRES_Cx32 | internal ribosome entry site (IRES),"CM000685.2:71223206-71223356 Homo sapiens IRES_Cx32 Homo sapiens chromosome X, GRCh38 reference primary assembly.",RF00484,Homo sapiens (human),,151
369,mouse_hsa_ires_00344.1 | chr12:16818954-16819123(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00344.1 | chr12:16818954-16819123(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr12:16818954-16819123-,170
370,"KX884478.1:5388-5567 Beihai picorna-like virus 80 IRES_Cripavirus Beihai picorna-like virus 80 strain BHZC36213 hypothetical protein 2 genes, complete cds.","KX884478.1:5388-5567 Beihai picorna-like virus 80 IRES_Cripavirus Beihai picorna-like virus 80 strain BHZC36213 hypothetical protein 2 genes, complete cds.",RF00458,Virus,,180
371,GBV-B|Hepatitis GB virus B,GBV-B|Hepatitis GB virus B,,Hepatitis GB virus B,,416
371,GBV-B|Hepatitis GB virus B,vir_ires_00478.1,,Virus,,445
372,vir_ires_00287.1,vir_ires_00287.1,,Virus,,174
373,vir_ires_00362.1,vir_ires_00362.1,,Virus,,174
373,vir_ires_00362.1,vir_ires_00340.1,,Virus,,174
374,vir_ires_00001.1,vir_ires_00001.1,,Virus,,174
375,vir_ires_00318.1,vir_ires_00318.1,,Virus,,174
376,vir_ires_00241.1,vir_ires_00241.1,,Virus,,174
377,vir_ires_00356.1,vir_ires_00356.1,,Virus,,174
378,vir_ires_00395.1,vir_ires_00395.1,,Virus,,174
379,vir_ires_00228.1,vir_ires_00228.1,,Virus,,174
380,vir_ires_00060.1,vir_ires_00060.1,,Virus,,174
381,vir_ires_00088.1,vir_ires_00088.1,,Virus,,174
382,vir_ires_00183.1,vir_ires_00183.1,,Virus,,174
383,vir_ires_00405.1,vir_ires_00405.1,,Virus,,174
384,vir_ires_00156.1,vir_ires_00156.1,,Virus,,174
385,vir_ires_00021.1,vir_ires_00021.1,,Virus,,174
386,vir_ires_00545.1,vir_ires_00545.1,,Virus,,297
