accession,bits_score,start,end,description,species,tax_id
NW_006408536.1,133.8,16918405,16918203,"NW_006408536.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00018, whole genome shotgun sequence",Chrysochloris asiatica,185453
CZRN02000012.1,132.6,11834968,11835166,"CZRN02000012.1 Marmota marmota marmota genome assembly, contig: chr10_part2, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
NW_012267420.1,132.4,2426421,2426218,"NW_012267420.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold204, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
NW_022098033.1,131.9,3627324,3627518,"NW_022098033.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold42, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
RWIC01000495.1,131.9,266332,266526,"RWIC01000495.1 Monodon monoceros isolate MVW Scaffold494, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
LR735557.1,129,177541527,177541325,"LR735557.1 Sarcophilus harrisii genome assembly, chromosome: 4",Sarcophilus harrisii (Tasmanian devil),9305
NC_047055.1,127.3,113766508,113766314,"NC_047055.1 Tursiops truncatus isolate mTurTru1 chromosome X, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
NC_045806.1,127,15084295,15084489,"NC_045806.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome X, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
SGJD01003680.1,127,48052,48246,"SGJD01003680.1 Balaenoptera physalus isolate FinWhale-01 scaffold4620, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
NC_041234.1,125.6,2866174,2866368,"NC_041234.1 Physeter catodon isolate SW-GA chromosome 21, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
CM008024.1,125.5,4318354,4318148,"CM008024.1 Cervus elaphus hippelaphus isolate Hungarian chromosome 17, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
NC_045561.1,124.4,76334998,76335190,"NC_045561.1 Aythya fuligula isolate bAytFul2 chromosome 3, bAytFul2.pri, whole genome shotgun sequence",Aythya fuligula (tufted duck),219594
NW_021991991.1,124,646514,646319,"NW_021991991.1 Vicugna pacos isolate Carlotta (AHFN-0088) unplaced genomic scaffold, VicPac3.1 ScfyRBE_34;HRSCAF=252, whole genome shotgun sequence",Vicugna pacos (alpaca),30538
VXAK01026255.1,123.5,87630,87436,"VXAK01026255.1 Arenaria interpres voucher USNM:607650 isolate B10K-DU-005-73 scaffold9393, whole genome shotgun sequence",Arenaria interpres (ruddy turnstone),54971
CM021208.1,123.2,3371466,3371262,"CM021208.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 17, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
JAULJE010000013.1,123,83334988,83334788,"JAULJE010000013.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_13, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
QWLN02000098.1,122.7,794237,794043,"QWLN02000098.1 Sousa chinensis isolate MY-2018 scaffold319.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
VULC01001387.1,122.5,5501435,5501242,"VULC01001387.1 Eudyptula minor isolate Gonzo 118, whole genome shotgun sequence",Eudyptula minor (little blue penguin),37083
VZSO01000607.1,121.8,747867,747674,"VZSO01000607.1 Asarcornis scutulata voucher ECUH:510 isolate OUT-0051 scaffold1587, whole genome shotgun sequence",Asarcornis scutulata,75869
VZTS01023863.1,121.7,73544,73737,"VZTS01023863.1 Pluvianellus socialis voucher ROM:ORN:167415 isolate B10K-DU-012-14 scaffold2778, whole genome shotgun sequence",Pluvianellus socialis (magellanic plover),227228
VZTK01013286.1,121.5,56106,56299,"VZTK01013286.1 Podargus strigoides voucher USNM:612703 isolate B10K-DU-001-40 scaffold21067, whole genome shotgun sequence",Podargus strigoides (tawny frogmouth),8905
NW_004450404.1,121.4,626741,626939,"NW_004450404.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold141, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
VZUG01003092.1,121.3,9298,9491,"VZUG01003092.1 Calonectris borealis voucher personal:Jacob:6119913 isolate OUT-0025 scaffold3076, whole genome shotgun sequence",Calonectris borealis (cory's shearwater),1323832
VWZF01005177.1,121,3266130,3266323,"VWZF01005177.1 Sclerurus mexicanus voucher USNM:541572 isolate B10K-DU-001-03 scaffold491, whole genome shotgun sequence",Sclerurus mexicanus (tawny-throated leaftosser),265632
NTJE010780715.1,120.9,554,748,"NTJE010780715.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_946541, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
JAHCLZ010011205.1,120.8,28098033,28097840,"JAHCLZ010011205.1 Pygoscelis papua isolate Gentoo_SouthGeorgia, whole genome shotgun sequence",Pygoscelis papua,30457
KL225165.1,120.8,3793737,3793544,"KL225165.1 Pygoscelis adeliae isolate BGI_AS28 unplaced genomic scaffold Scaffold54, whole genome shotgun sequence",Pygoscelis adeliae (Adelie penguin),9238
KL226414.1,120.8,2404640,2404447,"KL226414.1 Aptenodytes forsteri isolate BGI_AS27 unplaced genomic scaffold Scaffold217, whole genome shotgun sequence",Aptenodytes forsteri (emperor penguin),9233
ML986458.1,120.8,9506821,9507014,"ML986458.1 Bubo bubo isolate eeo-nibr-513 unplaced genomic scaffold scaffold46, whole genome shotgun sequence",Bubo bubo,30461
ML997744.1,120.8,6809041,6808848,"ML997744.1 Otus sunia isolate oso-nibr-517 unplaced genomic scaffold scaffold395, whole genome shotgun sequence",Otus sunia (Oriental scops-owl),257818
VULL01001022.1,120.8,239115,239308,"VULL01001022.1 Eudyptes chrysocome isolate RH 110-1 scaffold_234, whole genome shotgun sequence",Eudyptes chrysocome (Rockhopper penguin),79626
VULM01008609.1,120.8,1058557,1058364,"VULM01008609.1 Aptenodytes patagonicus isolate KP FORT 001 532, whole genome shotgun sequence",Aptenodytes patagonicus (king penguin),9234
VWZD01002301.1,120.7,61440,61633,"VWZD01002301.1 Sakesphorus luctuosus voucher USNM:562277 isolate B10K-DU-001-06 scaffold4565, whole genome shotgun sequence",Sakesphorus luctuosus,419690
KK494064.1,120.4,46311,46504,"KK494064.1 Pelecanus crispus isolate BGI_N334 unplaced genomic scaffold scaffold1928, whole genome shotgun sequence",Pelecanus crispus,36300
VZUH01000971.1,120.3,254873,255066,"VZUH01000971.1 Xiphorhynchus elegans voucher MPEG:75162 isolate OUT-0059 scaffold_2628, whole genome shotgun sequence",Xiphorhynchus elegans (elegant woodcreeper),269412
CM016663.2,120.2,107035122,107034930,"CM016663.2 Camelus dromedarius isolate Drom800 breed African chromosome X, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
KB017514.1,120.2,400673,400481,"Camelus ferus unplaced genomic scaffold scaffold1314, whole genome shotgun sequence.",Camelus ferus (Wild Bactrian camel),419612
NW_011513506.1,120.2,3357554,3357746,"NW_011513506.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold378, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
CM022839.1,120.2,15173613,15173812,"CM022839.1 Ailuropoda melanoleuca isolate Jingjing chromosome X, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
CM008540.1,120.2,64337235,64337042,"CM008540.1 Anas platyrhynchos platyrhynchos breed Pekin duck chromosome 3, whole genome shotgun sequence",Anas platyrhynchos platyrhynchos (common mallard),8840
CM018621.1,120.2,61781312,61781119,"CM018621.1 Cairina moschata domestica isolate CanardBarbarie3_02_2015_G chromosome 3, whole genome shotgun sequence",Cairina moschata domestica (muscovy duck (domestic type)),1240228
KB742912.1,120.2,988110,987917,"KB742912.1 Anas platyrhynchos breed Pekin duck unplaced genomic scaffold scaffold497, whole genome shotgun sequence",Anas platyrhynchos,8839
NXHY01000147.1,120.2,1581232,1581425,"NXHY01000147.1 Anser brachyrhynchus strain PFG001 scaffold_146, whole genome shotgun sequence",Anser brachyrhynchus (pink-footed goose),132585
VXAA01007429.1,120.2,637722,637529,"VXAA01007429.1 Anseranas semipalmata voucher USNM:623235 isolate B10K-DU-001-57 scaffold2154, whole genome shotgun sequence",Anseranas semipalmata (magpie goose),8851
NW_020356459.1,120,16948022,16947823,"NW_020356459.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold25, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
KL480512.1,119.7,274,467,"KL480512.1 Balearica regulorum gibbericeps isolate BGI_N312 unplaced genomic scaffold scaffold13761, whole genome shotgun sequence",Balearica pavonina gibbericeps,100784
QJSC01009029.1,118.8,1986057,1986250,"QJSC01009029.1 Calidris pygmaea strain Meinypilgyno scaf_13869, whole genome shotgun sequence",Eurynorhynchus pygmeus,425635
VXBJ01007714.1,118.8,943561,943754,"VXBJ01007714.1 Nycticryphes semicollaris voucher USNM:635776 isolate B10K-DU-002-14 scaffold1569, whole genome shotgun sequence",Nycticryphes semicollaris,227226
VYZD01001540.1,118.6,59254,59447,"VYZD01001540.1 Furnarius figulus voucher USNM:562254 isolate B10K-DU-003-06 scaffold_1409, whole genome shotgun sequence",Furnarius figulus,463165
BJBX01002186.1,118.5,89072,89265,"BJBX01002186.1 Accipiter nisus DNA, Acni_2186, cell line: 158A, whole genome shotgun sequence",Accipiter nisus (Eurasian sparrowhawk),211598
PVHU021072488.1,118.4,23636461,23636665,"PVHU021072488.1 Moschus moschiferus isolate BS20 Scw3uUT_1114214;HRSCAF=1217735_6, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
VZSC01008487.1,118.4,75618,75424,"VZSC01008487.1 Steatornis caripensis voucher MPEG:T17221 isolate OUT-0004 scaffold3718, whole genome shotgun sequence",Steatornis caripensis (oilbird),48435
KK456833.1,118.3,8154,8347,"KK456833.1 Phaethon lepturus isolate BGI_N335 unplaced genomic scaffold scaffold1016, whole genome shotgun sequence",Phaethon lepturus,97097
VWYJ01011866.1,118.3,180,373,"VWYJ01011866.1 Sagittarius serpentarius voucher USNM:587866 isolate B10K-DU-011-38 scaffold14826, whole genome shotgun sequence",Sagittarius serpentarius,56258
VWZA01000057.1,118.3,460536,460729,"VWZA01000057.1 Oceanites oceanicus voucher LSUMZ:Ornithology:B46846 isolate B10K-CU-031-11 scaffold_54, whole genome shotgun sequence",Oceanites oceanicus,79653
VXAP01000217.1,118.3,704739,704932,"VXAP01000217.1 Glaucidium brasilianum voucher USNM:632722 isolate B10K-DU-008-63 scaffold_190, whole genome shotgun sequence",Glaucidium brasilianum (ferruginous pygmy-owl),78217
VYZW01045042.1,118.3,55993,56186,"VYZW01045042.1 Balaeniceps rex voucher USNM:647255 isolate B10K-DU-012-56 scaffold2483, whole genome shotgun sequence",Balaeniceps rex (shoebill),33584
VZZT01000160.1,118.3,71649,71842,"VZZT01000160.1 Fregetta grallaria voucher USNM:615151 isolate B10K-DU-006-09 scaffold_155, whole genome shotgun sequence",Fregetta grallaria,79628
WEKW01009031.1,118.3,47380,47573,"WEKW01009031.1 Sula dactylatra voucher LSUMZ:Ornithology:B38745 isolate B10K-DU-002-49 scaffold529, whole genome shotgun sequence",Sula dactylatra,56068
NIFN02000001.1,118.2,53781810,53782003,"NIFN02000001.1 Strix occidentalis caurina voucher CAS:ORN:98821 isolate Sequoia Super-Scaffold_2, whole genome shotgun sequence",Strix occidentalis caurina,311401
VWZC01015527.1,118.2,20711,20904,"VWZC01015527.1 Ciccaba nigrolineata voucher USNM:562545 isolate B10K-DU-001-07 scaffold12768, whole genome shotgun sequence",Ciccaba nigrolineata,1118524
ML997577.1,118.2,10540392,10540585,"ML997577.1 Falco tinnunculus isolate ck-nibr-243 unplaced genomic scaffold scaffold13, whole genome shotgun sequence",Falco tinnunculus (common kestrel),100819
CM025495.1,118.1,14583086,14583285,"CM025495.1 Canis lupus dingo isolate Sandy chromosome X, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
VZRU01007675.1,118.1,30087,29892,"VZRU01007675.1 Pedionomus torquatus voucher MVMA:2319 isolate B10K-DU-029-80 scaffold5817, whole genome shotgun sequence",Pedionomus torquatus (plains-wanderer),227192
NOIK01000004.1,118,9502474,9502281,"NOIK01000004.1 Anas zonorhyncha breed spot-billed scaffold4, whole genome shotgun sequence",Anas zonorhyncha,75864
WBMV01009424.1,118,295422,295229,"WBMV01009424.1 Campylorhamphus procurvoides voucher USNM:572547 isolate B10K-DU-001-09 scaffold1326, whole genome shotgun sequence",Campylorhamphus procurvoides,190295
KK416818.1,117.9,46060,46253,"KK416818.1 Phoenicopterus ruber ruber isolate BGI_N337 unplaced genomic scaffold scaffold6914, whole genome shotgun sequence",Phoenicopterus ruber ruber,9218
NW_006795060.1,117.9,294088,293894,"NW_006795060.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold318, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
VWZR01013336.1,117.9,434286,434093,"VWZR01013336.1 Oceanodroma tethys voucher USNM:608101 isolate B10K-DU-001-32 scaffold1045, whole genome shotgun sequence",Oceanodroma tethys,79633
VYXH01011841.1,117.9,303939,303746,"VYXH01011841.1 Burhinus bistriatus voucher USNM:626233 isolate B10K-DU-001-64 scaffold3228, whole genome shotgun sequence",Burhinus bistriatus,240201
KZ155874.1,117.5,3265094,3264901,"KZ155874.1 Anser cygnoides isolate SCWG-2014 breed Sichuan white goose unplaced genomic scaffold scaffold33, whole genome shotgun sequence",Anser cygnoides (Chinese goose),8845
WBNI01002032.1,117.4,55884,56077,"WBNI01002032.1 Eolophus roseicapilla voucher USNM:632230 isolate B10K-DU-025-06 scaffold_1957, whole genome shotgun sequence",Eolophus roseicapillus (Galah),176039
VWYG01024776.1,117.3,98737,98930,"VWYG01024776.1 Nyctibius grandis voucher USNM:623085 isolate B10K-DU-001-56 scaffold7762, whole genome shotgun sequence",Nyctibius grandis,48427
KZ294674.1,117.2,715120,714909,"KZ294674.1 Spermophilus dauricus unplaced genomic scaffold scaffold982, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
QVIC01000007.1,117.1,7743549,7743753,"QVIC01000007.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_6, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
VXAJ01000069.1,117.1,1145169,1144976,"VXAJ01000069.1 Herpetotheres cachinnans voucher USNM:612262 isolate B10K-DU-005-78 scaffold_67, whole genome shotgun sequence",Herpetotheres cachinnans,56343
KL206524.1,116.9,1625112,1624921,"KL206524.1 Struthio camelus australis isolate BGI_N308 unplaced genomic scaffold scaffold166, whole genome shotgun sequence",Struthio camelus australis,441894
LZNR01002045.1,116.8,126121,125922,"LZNR01002045.1 Ursus americanus isolate MABB319796 Contig2048, whole genome shotgun sequence",Ursus americanus (American black bear),9643
NW_024423319.1,116.8,110286486,110286287,"NW_024423319.1 Ursus maritimus isolate PB19 chromosome X unlocalized genomic scaffold, ASM1731132v1 scaffold_X1, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
CM018177.1,116.8,15545579,15545773,"CM018177.1 Phocoena sinus isolate mPhoSin1 chromosome X, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
WEIX01009119.1,116.8,129271,129095,"WEIX01009119.1 Grus americana voucher LSUMZ:Ornithology:B49100 isolate B10K-DU-012-65 scaffold1188, whole genome shotgun sequence",Grus americana (whooping crane),9117
WEIX01009119.1,116.8,131435,131259,"WEIX01009119.1 Grus americana voucher LSUMZ:Ornithology:B49100 isolate B10K-DU-012-65 scaffold1188, whole genome shotgun sequence",Grus americana (whooping crane),9117
CM000819.5,116.8,102507831,102507626,"CM000819.5 Sus scrofa isolate TJ Tabasco breed Duroc chromosome 8, whole genome shotgun sequence",Sus scrofa (pig),9823
NW_019154107.1,116.7,758315,758514,"NW_019154107.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold23, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
VZSF01009832.1,116.7,331129,330936,"VZSF01009832.1 Chionis minor isolate B10K-UC-030-51 scaffold1030, whole genome shotgun sequence",Chionis minor (black-faced sheathbill),227182
KL330216.1,116.7,47379,47572,"KL330216.1 Cathartes aura isolate BGI_N323 unplaced genomic scaffold scaffold15358, whole genome shotgun sequence",Cathartes aura (turkey vulture),43455
VXAE01008355.1,116.7,188107,188299,"VXAE01008355.1 Ciconia maguari voucher USNM:614528 isolate B10K-DU-001-47 scaffold1744, whole genome shotgun sequence",Ciconia maguari,52777
VXAL01000791.1,116.7,172976,172783,"VXAL01000791.1 Chauna torquata voucher USNM:614546 isolate B10K-DU-011-36 scaffold3729, whole genome shotgun sequence",Chauna torquata (southern screamer),30388
KK683407.1,116.5,15491,15684,"KK683407.1 Leptosomus discolor isolate BGI_N330 unplaced genomic scaffold scaffold2636, whole genome shotgun sequence",Leptosomus discolor,188344
WEIS01107739.1,116.5,4781,4974,"WEIS01107739.1 Todus mexicanus voucher LSUMZ:Ornithology:B16815 isolate B10K-DU-002-69 scaffold95742, whole genome shotgun sequence",Todus mexicanus (puerto rican tody),135184
CYRY02007366.1,116.4,180414,180215,"CYRY02007366.1 Gulo gulo genome assembly, contig: scaffold1663, whole genome shotgun sequence",Gulo gulo (wolverine),48420
VZTU01014428.1,116.3,139523,139328,"VZTU01014428.1 Zapornia atra voucher USNM:542120 isolate B10K-DU-011-47 scaffold2196, whole genome shotgun sequence",Zapornia atra,2585822
FNWR01000043.1,116.3,7983497,7983696,"FNWR01000043.1 Neovison vison genome assembly, contig: scaffold43, whole genome shotgun sequence",Neovison vison,452646
VXAI01000071.1,116.1,2025503,2025310,"VXAI01000071.1 Rostratula benghalensis voucher USNM:613014 isolate B10K-DU-006-20 scaffold_67, whole genome shotgun sequence",Rostratula benghalensis (greater painted-snipe),118793
VXAT01000085.1,115.8,38317,38124,"VXAT01000085.1 Mesembrinibis cayennensis voucher USNM:613351 isolate B10K-DU-001-44 scaffold6818, whole genome shotgun sequence",Mesembrinibis cayennensis,1118748
WEIV01002999.1,115.6,26157,25965,"WEIV01002999.1 Calyptomena viridis voucher LSUMZ:Ornithology:B36377 isolate B10K-DU-002-55 scaffold12612, whole genome shotgun sequence",Calyptomena viridis (green broadbill),135972
KL410062.1,115.6,13990069,13989876,"KL410062.1 Nipponia nippon isolate BGI_Y956 unplaced genomic scaffold Scaffold101, whole genome shotgun sequence",Nipponia nippon (crested ibis),128390
QEEU01000003.1,115.6,55948738,55948931,"QEEU01000003.1 Athene cunicularia isolate RWA chromosome 3 chr3_part1, whole genome shotgun sequence",Athene cunicularia,194338
VYZX01010446.1,115.6,39124,38931,"VYZX01010446.1 Brachypteracias leptosomus voucher FMNH:AVES:345686 isolate B10K-DU-012-52 scaffold480, whole genome shotgun sequence",Brachypteracias leptosomus (short-legged ground-roller),135165
KK656099.1,115.5,60878,60685,"KK656099.1 Haliaeetus albicilla isolate BGI_N329 unplaced genomic scaffold scaffold9115, whole genome shotgun sequence",Haliaeetus albicilla (white-tailed eagle),8969
KK392378.1,115.4,9428,9621,"KK392378.1 Tyto alba isolate BGI_N341 unplaced genomic scaffold scaffold1437, whole genome shotgun sequence",Tyto alba,56313
VZTW01047061.1,115.4,51268,51461,"VZTW01047061.1 Thalassarche chlororhynchos voucher USNM:635731 isolate B10K-DU-029-24 scaffold24770, whole genome shotgun sequence",Thalassarche chlororhynchos,54017
ML989908.1,115.2,3806563,3806370,"ML989908.1 Buteo japonicus isolate eb-nibr-220 unplaced genomic scaffold scaffold46, whole genome shotgun sequence",Buteo japonicus,224669
VWZL01001412.1,115.2,402575,402768,"VWZL01001412.1 Stercorarius parasiticus voucher USNM:606730 isolate B10K-DU-001-20 scaffold1591, whole genome shotgun sequence",Stercorarius parasiticus,54059
VXBH01000666.1,115.2,312088,312281,"VXBH01000666.1 Rynchops niger voucher USNM:637251 isolate B10K-DU-002-16 scaffold645, whole genome shotgun sequence",Rynchops niger (black skimmer),227184
VZSD01004977.1,115.2,40308,40501,"VZSD01004977.1 Alca torda voucher C:Vinge78 isolate OUT-0003 scaffold2893, whole genome shotgun sequence",Alca torda,28689
VZZW01001326.1,115.2,192271,192078,"VZZW01001326.1 Phaetusa simplex voucher USNM:637171 isolate B10K-DU-009-16 scaffold_1267, whole genome shotgun sequence",Phaetusa simplex (large-billed tern),297813
WAAC01002086.1,115.2,72647,72840,"WAAC01002086.1 Larus smithsonianus voucher USNM:641377 isolate B10K-DU-002-28 scaffold4659, whole genome shotgun sequence",Larus smithsonianus,243888
KL337681.1,115.1,31007,30814,"KL337681.1 Caprimulgus carolinensis isolate BGI_N321 unplaced genomic scaffold scaffold14400, whole genome shotgun sequence",Caprimulgus carolinensis (chuck-will's-widow),279965
VZZU01002928.1,115.1,32078,32271,"VZZU01002928.1 Nyctiprogne leucopyga voucher USNM:572514 isolate B10K-DU-005-01 scaffold_2894, whole genome shotgun sequence",Nyctiprogne leucopyga,382315
WAAD01038797.1,115.1,177598,177405,"WAAD01038797.1 Fregata magnificens voucher LSUMZ:Ornithology:B24538 isolate B10K-DU-002-48 scaffold4395, whole genome shotgun sequence",Fregata magnificens,37042
VOCV01000391.1,115,84990476,84990677,"VOCV01000391.1 Panthera leo isolate Brooke ScFovFW_391, whole genome shotgun sequence",Panthera leo (lion),9689
VZUC01000010.1,115,15337090,15336898,"VZUC01000010.1 Rissa tridactyla isolate OUT-0021 scaffold17_cov42, whole genome shotgun sequence",Rissa tridactyla (black-legged kittiwake),75485
VOAJ01000477.1,114.9,249812,250011,"VOAJ01000477.1 Crocuta crocuta isolate KB4526 scaffold312, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
VZUJ01088537.1,114.9,60914,60719,"VZUJ01088537.1 Atlantisia rogersi isolate OUT-0055 NODE_1108_length_108488_cov_12.6874_ID_2215, whole genome shotgun sequence",Atlantisia rogersi (inaccessible island rail),2478892
VYZQ01018767.1,114.8,62924,63115,"VYZQ01018767.1 Mystacornis crossleyi voucher FMNH:AVES:345860 isolate B10K-DU-002-82 scaffold26584, whole genome shotgun sequence",Mystacornis crossleyi,98133
VZTQ01014304.1,114.6,344359,344166,"VZTQ01014304.1 Pelecanoides urinatrix voucher UWBM:60517 isolate B10K-DU-012-45 scaffold1564, whole genome shotgun sequence",Pelecanoides urinatrix,37079
CAAGRJ010039880.1,114.4,164702,164501,"CAAGRJ010039880.1 Lynx pardinus genome assembly, contig: lp23s00186, whole genome shotgun sequence",Lynx pardinus (Spanish lynx),191816
CM017347.2,114.4,14442582,14442783,"CM017347.2 Lynx canadensis isolate LIC74 chromosome X, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
NW_020340092.1,114.4,3875187,3874986,"NW_020340092.1 Puma concolor isolate SC36_Marlon unplaced genomic scaffold, PumCon1.0 scaffold_X3, whole genome shotgun sequence",Puma concolor (puma),9696
VWZB01000458.1,114.4,285822,285629,"VWZB01000458.1 Nyctibius bracteatus voucher LSUMZ:Ornithology:B4509 isolate B10K-CU-031-10 scaffold_450, whole genome shotgun sequence",Nyctibius bracteatus,48426
VZTM01031335.1,114.4,70309,70502,"VZTM01031335.1 Jacana jacana voucher LSUMZ:Ornithology:B51411 isolate B10K-DU-002-59 scaffold13015, whole genome shotgun sequence",Jacana jacana (wattled jacana),54508
NW_007252584.1,114.4,594406,594204,"NW_007252584.1 Carlito syrichta isolate Samal-C Ts95f unplaced genomic scaffold, Tarsius_syrichta-2.0.1 Scaffold308488, whole genome shotgun sequence",Carlito syrichta (Philippine tarsier),1868482
KK502173.1,114.3,4877252,4877445,"KK502173.1 Egretta garzetta isolate BGI_Z169 unplaced genomic scaffold scaffold18, whole genome shotgun sequence",Egretta garzetta,188379
CM001396.4,114.2,15120332,15120533,"CM001396.4 Felis catus isolate Cinnamon breed Abyssinian chromosome X, whole genome shotgun sequence",Felis catus (domestic cat),9685
VXAO01001357.1,114.2,127953,127760,"VXAO01001357.1 Podilymbus podiceps voucher USNM:635999 isolate B10K-DU-009-04 scaffold_1271, whole genome shotgun sequence",Podilymbus podiceps,9252
KK611082.1,114,117235,117043,"KK611082.1 Fulmarus glacialis isolate BGI_N327 unplaced genomic scaffold scaffold6859, whole genome shotgun sequence",Fulmarus glacialis (northern fulmar),30455
CAJHUB010000754.1,114,14697467,14697671,"CAJHUB010000754.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro778, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
KK627444.1,114,34245,34438,"KK627444.1 Gavia stellata isolate BGI_N328 unplaced genomic scaffold scaffold2028, whole genome shotgun sequence",Gavia stellata,37040
KB108118.1,114,1648025,1647831,"KB108118.1 Myotis davidii unplaced genomic scaffold scaffold161, whole genome shotgun sequence",Myotis davidii,225400
LR606182.1,113.9,54635300,54635107,"LR606182.1 Aquila chrysaetos chrysaetos genome assembly, chromosome: 2",Aquila chrysaetos chrysaetos,223781
VXAF01000117.1,113.9,1528805,1528998,"VXAF01000117.1 Spizaetus tyrannus voucher USNM:623090 isolate B10K-DU-007-42 scaffold_79, whole genome shotgun sequence",Spizaetus tyrannus (black hawk-eagle),252798
VYZT01040206.1,113.9,28199,28391,"VYZT01040206.1 Pomatostomus ruficeps voucher LSUMZ:Ornithology:B23408 isolate B10K-DU-002-71 scaffold17935, whole genome shotgun sequence",Pomatostomus ruficeps (chestnut-crowned babbler),9176
VYZV01027766.1,113.9,54084,54277,"VYZV01027766.1 Pandion haliaetus voucher CAS:90221 isolate B10K-DU-012-58 scaffold1638, whole genome shotgun sequence",Pandion haliaetus,56262
VZZV01000027.1,113.9,2187577,2187384,"VZZV01000027.1 Circaetus pectoralis voucher USNM:642474 isolate B10K-DU-010-60 scaffold_24, whole genome shotgun sequence",Circaetus pectoralis,321084
WEKY01019286.1,113.9,29851,29658,"WEKY01019286.1 Picathartes gymnocephalus voucher LSUMZ:Ornithology:B30793 isolate B10K-DU-012-30 scaffold7940, whole genome shotgun sequence",Picathartes gymnocephalus,175131
CM025138.1,113.8,14588512,14588711,"CM025138.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome X, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
VZRW01006789.1,113.7,90478,90669,"VZRW01006789.1 Aegotheles bennettii isolate B10K-DU-029-76 scaffold1189, whole genome shotgun sequence",Aegotheles bennettii,48278
NW_020171822.1,113.4,257033,257227,"NW_020171822.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold771, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
KE721926.1,113.3,263050,263251,"KE721926.1 Panthera tigris altaica isolate TaeGuk unplaced genomic scaffold scaffold302, whole genome shotgun sequence",Panthera tigris altaica (Amur tiger),74533
VYZI01000251.1,113.3,182083,181890,"VYZI01000251.1 Centropus unirufus voucher USNM:607318 isolate B10K-DU-017-25 scaffold_248, whole genome shotgun sequence",Centropus unirufus,1118519
VXBZ01012731.1,113.2,49041,49233,"VXBZ01012731.1 Heliornis fulica voucher USNM:623068 isolate B10K-DU-001-55 scaffold5435, whole genome shotgun sequence",Heliornis fulica (sungrebe),54369
VZTA01018363.1,113,90062,90255,"VZTA01018363.1 Mohoua ochrocephala voucher OTA:MR-006 isolate B10K-DU-030-22 scaffold1859, whole genome shotgun sequence",Mohoua ochrocephala,874463
