accession,bits_score,start,end,description,species,tax_id
KN299592.1,103.3,1684761,1684956,"KN299592.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG046832, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
MCGX01002358.1,103.3,1703335,1703530,"MCGX01002358.1 Rhinopithecus bieti isolate Rb0 scaffold_4781, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
CM014348.1,102,92968375,92968180,"CM014348.1 Macaca mulatta isolate AG07107 chromosome 13, whole genome shotgun sequence",Macaca mulatta (Rhesus monkey),9544
CABDUW010000805.1,101.8,766088,765884,"CABDUW010000805.1 Marmota monax genome assembly, contig: monax5_s00805, whole genome shotgun sequence",Marmota monax (woodchuck),9995
JH393303.1,101.8,14624184,14623980,"JH393303.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00025, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
LR738625.1,100.4,87294857,87294653,"LR738625.1 Sciurus vulgaris genome assembly, chromosome: 14",Sciurus vulgaris (Eurasian red squirrel),55149
JAATJV010444500.1,100.2,1229616,1229812,"JAATJV010444500.1 Sciurus carolinensis isolate SUZIE scaffold898, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
JH001517.1,100.1,330487,330159,"JH001517.1 Cricetulus griseus cell line CHO-K1 unplaced genomic scaffold scaffold3135, whole genome shotgun sequence",Cricetulus griseus (Chinese hamster),10029
CZRN02000136.1,99.8,49508585,49508381,"CZRN02000136.1 Marmota marmota marmota genome assembly, contig: chr17_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
QVIC01000001.1,99.4,16658802,16658597,"QVIC01000001.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_0, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
CM001955.2,98.8,91691795,91691600,"Chlorocebus sabaeus isolate 1994-021 chromosome 14, whole genome shotgun sequence.",Chlorocebus sabaeus,60711
CM019254.1,96.4,15631754,15631949,"CM019254.1 Piliocolobus tephrosceles isolate RC106 chromosome 15, whole genome shotgun sequence",Piliocolobus tephrosceles (Ugandan red Colobus),591936
NW_017887294.1,96.2,28173,28352,"NW_017887294.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_17968, whole genome shotgun sequence",Castor canadensis (American beaver),51338
NW_012267236.1,94,17197903,17197590,"NW_012267236.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold20, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
NW_006502522.1,88,161371,161045,"NW_006502522.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold1486, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
NTJE010269042.1,87.8,1504,1683,"NTJE010269042.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_300231, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
NC_041225.1,86,36765238,36765059,"NC_041225.1 Physeter catodon isolate SW-GA chromosome 12, ASM283717v5, whole genome shotgun sequence",Physeter catodon (sperm whale),9755
NW_004801848.1,85.9,1251735,1251402,"NW_004801848.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00245, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
CM016641.2,85.8,10446949,10447129,"CM016641.2 Camelus dromedarius isolate Drom800 breed African chromosome 15, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
CM004572.1,85.7,82144660,82144481,"CM004572.1 Capra hircus breed San Clemente chromosome 11, whole genome shotgun sequence",Capra hircus (goat),9925
NW_006502798.1,85.6,20618,20945,"NW_006502798.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold1762, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
JACDTQ010002593.1,85.4,13164450,13164635,"JACDTQ010002593.1 Diceros bicornis minor isolate SBR-YM ScS9zPn_2593, whole genome shotgun sequence",Diceros bicornis minor,77932
NC_032660.1,84.9,84689480,84689295,"NC_032660.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 11, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
NC_047047.1,84.9,77166423,77166244,"NC_047047.1 Tursiops truncatus isolate mTurTru1 chromosome 14, mTurTru1.mat.Y, whole genome shotgun sequence",Tursiops truncatus (bottlenosed dolphin),9739
NW_022098029.1,84.9,32776473,32776294,"NW_022098029.1 Delphinapterus leucas isolate GAN/ISIS: 26980492/103006 unplaced genomic scaffold, ASM228892v3 scaffoldscaffold38, whole genome shotgun sequence",Delphinapterus leucas (beluga whale),9749
QWLN02009379.1,84.9,19557031,19556852,"QWLN02009379.1 Sousa chinensis isolate MY-2018 scaffold4.1, whole genome shotgun sequence",Sousa chinensis (Indo-pacific humpbacked dolphin),103600
RWIC01000817.1,84.9,633598,633777,"RWIC01000817.1 Monodon monoceros isolate MVW Scaffold816, whole genome shotgun sequence",Monodon monoceros (narwhal),40151
CM014238.1,84.8,61753244,61753045,"CM014238.1 Rhinolophus ferrumequinum isolate MPI-CBG mRhiFer1 chromosome 13, whole genome shotgun sequence",Rhinolophus ferrumequinum (greater horseshoe bat),59479
JAGFMF010011380.1,84.6,18675267,18675450,"JAGFMF010011380.1 Galemys pyrenaicus isolate IBE-C5619 2611060, whole genome shotgun sequence",Galemys pyrenaicus,202257
CM001584.2,84.3,24078488,24078667,"Ovis aries breed Texel chromosome 3, whole genome shotgun sequence.",Ovis aries (sheep),9940
NW_019154119.1,84.3,11296127,11295916,"NW_019154119.1 Enhydra lutris kenyoni isolate GAN:26980312 unplaced genomic scaffold, ASM228890v2 scaffoldscaffold35, whole genome shotgun sequence",Enhydra lutris kenyoni,391180
NW_020173416.1,84.3,1124241,1124420,"NW_020173416.1 Neophocaena asiaeorientalis asiaeorientalis breed wild unplaced genomic scaffold, Neophocaena_asiaeorientalis_V1 scaffold398, whole genome shotgun sequence",Neophocaena asiaeorientalis asiaeorientalis (yangtze finless porpoise),1706337
KQ023847.1,84.1,7621476,7621298,"KQ023847.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold41, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
MPIZ01000392.1,84,6662886,6662693,"MPIZ01000392.1 Prolemur simus strain KIAN8.4 scaffold392, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
CM007668.1,83.8,145418952,145418774,"CM007668.1 Microcebus murinus isolate mixed chromosome 8, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
NC_045797.1,83.1,78860683,78860504,"NC_045797.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 13, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
CM026994.1,83.1,17037966,17038289,"CM026994.1 Rattus norvegicus strain BN/NHsdMcwi chromosome X, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
CM018168.1,83,11670940,11671119,"CM018168.1 Phocoena sinus isolate mPhoSin1 chromosome 13, whole genome shotgun sequence",Phocoena sinus (vaquita),42100
CM009162.1,82.8,79857693,79857508,"CM009162.1 Equus caballus isolate Twilight breed thoroughbred chromosome 15, whole genome shotgun sequence",Equus caballus (horse),9796
CM027695.2,82.8,13084599,13084784,"CM027695.2 Equus asinus breed Dezhou chromosome 6, whole genome shotgun sequence",Equus asinus (ass),9793
NW_024426774.1,82.5,11751959,11752170,"NW_024426774.1 Ursus maritimus isolate PB19 unplaced genomic scaffold, ASM1731132v1 scaffold_6, whole genome shotgun sequence",Ursus maritimus (polar bear),29073
CM008178.2,82,82413731,82413546,"CM008178.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 11, whole genome shotgun sequence",Bos taurus (cattle),9913
NW_025421485.1,81.7,839011,838800,"NW_025421485.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00000813_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
NW_004443959.1,81.3,1833248,1833077,"NW_004443959.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00023, whole genome shotgun sequence",Trichechus manatus latirostris,127582
JAATJU010020561.1,81.3,1979724,1979939,"JAATJU010020561.1 Microtus ochrogaster isolate LTLLF scaffold193, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
LZNR01004504.1,81.3,45202,45413,"LZNR01004504.1 Ursus americanus isolate MABB319796 Contig4508, whole genome shotgun sequence",Ursus americanus (American black bear),9643
NW_004801692.1,81.2,839559,839762,"NW_004801692.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00089, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
CM021202.1,81.2,80854240,80854061,"CM021202.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome 11, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
CYRY02008410.1,81.2,275209,274998,"CYRY02008410.1 Gulo gulo genome assembly, contig: scaffold1757, whole genome shotgun sequence",Gulo gulo (wolverine),48420
CM018480.1,81.1,23320108,23320287,"CM018480.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 3, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
CM011784.1,80.4,82048664,82048480,"CM011784.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 11, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
NW_006798979.1,80.4,1210411,1210232,"NW_006798979.1 Lipotes vexillifer unplaced genomic scaffold, Lipotes_vexillifer_v1 scaffold604, whole genome shotgun sequence",Lipotes vexillifer (Yangtze River dolphin),118797
NC_058412.1,80.3,11881261,11881472,"NC_058412.1 Neomonachus schauinslandi chromosome 10, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NW_006385044.1,80.3,163521,163310,"NW_006385044.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold02004, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
CM022822.1,80.1,132729255,132729044,"CM022822.1 Ailuropoda melanoleuca isolate Jingjing chromosome 4, whole genome shotgun sequence",Ailuropoda melanoleuca (giant panda),9646
KB030580.1,80.1,8409217,8409399,"KB030580.1 Pteropus alecto unplaced genomic scaffold scaffold61, whole genome shotgun sequence",Pteropus alecto (black flying fox),9402
NW_011888809.1,80.1,8482507,8482325,"NW_011888809.1 Pteropus vampyrus isolate Shadow unplaced genomic scaffold, Pvam_2.0 Scaffold28, whole genome shotgun sequence",Pteropus vampyrus (large flying fox),132908
QGOO02000007.1,80,9718377,9718169,"QGOO02000007.1 Mus spicilegus strain ZRU musp714_scaffold_00007b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
CM001005.3,79.9,12991823,12991620,"CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J",Mus musculus (house mouse),10090
GL010047.1,79.9,26574379,26574573,"Loxodonta africana unplaced genomic scaffold scaffold_20, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
CM026979.1,79.3,35723573,35723357,"CM026979.1 Rattus norvegicus strain BN/NHsdMcwi chromosome 6, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
JH378176.1,79.3,963174,963452,"JH378176.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00072, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
PVHU020005307.1,79.3,1331199,1331377,"PVHU020005307.1 Moschus moschiferus isolate BS20 Scw3uUT_5234;HRSCAF=93667_1, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
CM000814.5,79.2,121549141,121548957,"CM000814.5 Sus scrofa isolate TJ Tabasco breed Duroc chromosome 3, whole genome shotgun sequence",Sus scrofa (pig),9823
NW_021964185.1,79.1,10238565,10238745,"NW_021964185.1 Vicugna pacos isolate Carlotta (AHFN-0088) chromosome 15 unlocalized genomic scaffold, VicPac3.1 ScfyRBE_46;HRSCAF=353, whole genome shotgun sequence",Vicugna pacos (alpaca),30538
FNWR01000008.1,78.9,15337042,15336831,"FNWR01000008.1 Neovison vison genome assembly, contig: scaffold8, whole genome shotgun sequence",Neovison vison,452646
NW_018342841.1,78.3,3954699,3954878,"NW_018342841.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold9, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
MKHE01011284.1,78.2,371,550,"MKHE01011284.1 Cervus elaphus hippelaphus isolate Hungarian Unplaced_contig_61613, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
CM017331.1,77.8,127904058,127903883,"CM017331.1 Lynx canadensis isolate LIC74 chromosome A3, whole genome shotgun sequence",Lynx canadensis (Canada lynx),61383
NW_020312817.1,77.1,12556794,12557005,"NW_020312817.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold75, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
CAAGRJ010017203.1,77.1,1028893,1028717,"CAAGRJ010017203.1 Lynx pardinus genome assembly, contig: lp23s26108, whole genome shotgun sequence",Lynx pardinus (Spanish lynx),191816
CM001380.3,77.1,130969111,130968935,"Felis catus isolate Cinnamon breed Abyssinian chromosome A3, whole genome shotgun sequence.",Felis catus (domestic cat),9685
CM018463.1,77.1,12072805,12072981,"CM018463.1 Panthera leo isolate Brooke chromosome B1, whole genome shotgun sequence",Panthera leo (lion),9689
NW_020834765.1,77.1,12014235,12014411,"NW_020834765.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold39, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
NW_006408534.1,77.1,32389722,32389551,"NW_006408534.1 Chrysochloris asiatica unplaced genomic scaffold, ChrAsi1.0 scaffold00016, whole genome shotgun sequence",Chrysochloris asiatica,185453
NW_004451116.1,76.7,716194,716018,"NW_004451116.1 Odobenus rosmarus divergens isolate Ivan unplaced genomic scaffold, Oros_1.0 Scaffold853, whole genome shotgun sequence",Odobenus rosmarus divergens (Pacific walrus),9708
NW_011511600.1,76.7,2973709,2973913,"NW_011511600.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold192, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
CM016698.1,76.2,108131398,108131214,"CM016698.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 9, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH880671.1,76.2,2258809,2258625,"JH880671.1 Bos grunniens mutus unplaced genomic scaffold scaffold356_1, whole genome shotgun sequence",Bos grunniens mutus,72004
JAATJU010027049.1,75.9,188747,188435,"JAATJU010027049.1 Microtus ochrogaster isolate LTLLF scaffold763, whole genome shotgun sequence",Microtus ochrogaster (prairie vole),79684
JACASE010000007.1,75.5,7054232,7054414,"JACASE010000007.1 Rousettus aegyptiacus isolate mRouAeg1 scaffold_m13_p_7, whole genome shotgun sequence",Rousettus aegyptiacus (Egyptian rousette),9407
CM001013.3,75.3,5381376,5381052,"CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J",Mus musculus (house mouse),10090
PVHT021183518.1,74.6,3549960,3550144,"PVHT021183518.1 Catagonus wagneri isolate BS18 Sc2sB16_1184894;HRSCAF=1231601_1, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
GL873541.1,73,7848469,7848644,"Otolemur garnettii unplaced genomic scaffold scaffold00022, whole genome shotgun sequence.",Otolemur garnettii (small-eared galago),30611
QGOO02000030.1,72.1,18160900,18161221,"QGOO02000030.1 Mus spicilegus strain ZRU musp714_scaffold_00030b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
KL201914.1,72,1307005,1306803,"KL201914.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold1379, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
NW_006921774.1,71,1701545,1701719,"NW_006921774.1 Orycteropus afer afer isolate SDZICR_OR568_19922 unplaced genomic scaffold, OryAfe1.0 scaffold00187, whole genome shotgun sequence",Orycteropus afer afer,1230840
LZPO01044500.1,70.9,85198,85501,"Neotoma lepida isolate 417 scaffold_1567, whole genome shotgun sequence.",Neotoma lepida (desert woodrat),56216
NW_006501114.1,70.6,1117518,1117301,"NW_006501114.1 Peromyscus maniculatus bairdii unplaced genomic scaffold, Pman_1.0 Scaffold78, whole genome shotgun sequence",Peromyscus maniculatus bairdii (prairie deer mouse),230844
JACASF010000015.1,70.4,8110422,8110626,"JACASF010000015.1 Molossus molossus isolate mMolMol1 scaffold_m16_p_15, whole genome shotgun sequence",Molossus molossus (Pallas's mastiff bat),27622
CM016641.2,69.5,10486314,10486492,"CM016641.2 Camelus dromedarius isolate Drom800 breed African chromosome 15, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
JH725519.1,68.8,356898,356703,"JH725519.1 Jaculus jaculus unplaced genomic scaffold scaffold00083, whole genome shotgun sequence",Jaculus jaculus (lesser Egyptian jerboa),51337
KL199877.1,67,27169,27486,"KL199877.1 Nannospalax galili isolate Female #2095 unplaced genomic scaffold scaffold994, whole genome shotgun sequence",Nannospalax galili (Upper Galilee mountains blind mole rat),1026970
CM025116.1,66.2,11848371,11848547,"CM025116.1 Canis lupus familiaris isolate SID07034 breed Labrador retriever chromosome 17, whole genome shotgun sequence",Canis lupus familiaris (dog),9615
CM025473.1,66.2,11730181,11730357,"CM025473.1 Canis lupus dingo isolate Sandy chromosome 17, whole genome shotgun sequence",Canis lupus dingo (dingo),286419
CM000791.1,66,164901571,164901764,"Oryctolagus cuniculus chromosome 2, whole genome shotgun sequence.",Oryctolagus cuniculus (rabbit),9986
CM016974.1,65.5,153772772,153772558,"CM016974.1 Suricata suricatta isolate VVHF042 chromosome 4, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
NW_017731350.1,61.6,11081986,11081776,"NW_017731350.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
NC_040908.2,56.5,6668599,6668783,"NC_040908.2 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome 6, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
GL010109.1,56,1834107,1834355,"Loxodonta africana unplaced genomic scaffold scaffold_82, whole genome shotgun sequence.",Loxodonta africana (African savanna elephant),9785
SGJD01003945.1,54.2,29047,28707,"SGJD01003945.1 Balaenoptera physalus isolate FinWhale-01 scaffold4993, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
CAJHUB010000677.1,53.2,11608491,11608667,"CAJHUB010000677.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro708, whole genome shotgun sequence",Nyctereutes procyonoides (raccoon dog),34880
VOAJ01024670.1,50.5,10691800,10691984,"VOAJ01024670.1 Crocuta crocuta isolate KB4526 scaffold129, whole genome shotgun sequence",Crocuta crocuta (spotted hyena),9678
JAULJE010000017.1,50.4,57002868,57002692,"JAULJE010000017.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_17, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
QVIC01001883.1,49.9,12281,12468,"QVIC01001883.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_1882, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
GL429932.1,49.4,1764508,1764669,"Myotis lucifugus unplaced genomic scaffold scaffold_165, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
NW_004444095.1,48.3,5309147,5308935,"NW_004444095.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00159, whole genome shotgun sequence",Trichechus manatus latirostris,127582
KB110330.1,48.2,12319631,12319517,"KB110330.1 Myotis davidii unplaced genomic scaffold scaffold238, whole genome shotgun sequence",Myotis davidii,225400
JACAGB010000013.1,47.8,1861593,1861913,"JACAGB010000013.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_13, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
NW_012267236.1,42.7,17199329,17199124,"NW_012267236.1 Dipodomys ordii isolate 6190 unplaced genomic scaffold, Dord_2.0 Scaffold20, whole genome shotgun sequence",Dipodomys ordii (Ord's kangaroo rat),10020
NW_020356542.1,42.4,601881,602139,"NW_020356542.1 Vulpes vulpes strain TameXAggressive cross unplaced genomic scaffold, VulVul2.2 scaffold108, whole genome shotgun sequence",Vulpes vulpes (red fox),9627
NW_006804038.1,41.3,4537051,4537385,"NW_006804038.1 Erinaceus europaeus isolate Erinaceus europaeus_13Jul2011 unplaced genomic scaffold, EriEur2.0 scaffold00115, whole genome shotgun sequence",Erinaceus europaeus (western European hedgehog),9365
SGJD01003945.1,41.2,30177,29869,"SGJD01003945.1 Balaenoptera physalus isolate FinWhale-01 scaffold4993, whole genome shotgun sequence",Balaenoptera physalus (Fin whale),9770
